,job_title,mean_pay,salary_range,company,category
4792,Vice President,"$283,068/yr",Range: $255K - $357K,vmware,others
4793,Senior Client Executive,"$158,146/yr",Range: $148K - $185K,vmware,others
4794,Product Line Marketing Manager,"$162,260/yr",Range: $153K - $173K,vmware,marketing
4795,Technical Program Manager,"$143,572/yr",Range: $134K - $157K,vmware,managerial
4796,Senior Quality Engineering Manager,"$163,608/yr",Range: $163K - $164K,vmware,engineering
4797,"Group Manager, Product Marketing","$185,110/yr",Range: $174K - $189K,vmware,marketing
4798,Marketing Specialist,"$92,806/yr",Range: $68K - $104K,vmware,marketing
4799,Localization Project Manager,"$108,802/yr",Range: $86K - $118K,vmware,managerial
4800,Technical Services Manager,"$115,217/yr",Range: $94K - $130K,vmware,managerial
4801,Contracts Manager,"$141,675/yr",Range: $87K - $162K,vmware,managerial
4802,Network Systems Administrator,"$132,108/yr",Range: $131K - $133K,vmware,others
4803,Applications Developer,"$123,174/yr",Range: $113K - $133K,vmware,engineering
4804,Member of Technical Staff (Cpd),"$149,303/yr",Range: $109K - $149K,vmware,engineering
4805,Project Manager - Contractor,"$64,607/yr",Range: $56K - $151K,vmware,managerial
4806,Senior Director Marketing,"$256,408/yr",Range: $231K - $336K,vmware,marketing
4807,Senior Site Reliability Engineer,"$138,696/yr",Range: $130K - $167K,vmware,engineering
4808,Project Coordinator,"$89,230/yr",Range: $56K - $97K,vmware,others
4809,Technical Support,"$74,676/yr",Range: $46K - $78K,vmware,others
4810,Inside Account Executive,"$72,784/yr",Range: $45K - $80K,vmware,others
4811,Information Security Analyst,"$99,608/yr",Range: $50K - $102K,vmware,others
4812,Site Reliability Engineer,"$120,970/yr",Range: $107K - $150K,vmware,engineering
4813,Technical Recruiter,"$140,470/yr",Range: $125K - $163K,vmware,others
4814,"Member of Technical Staff/Quality Engineer, Level III","$119,619/yr",Range: $106K - $120K,vmware,engineering
4815,Strategic Account Manager,"$131,046/yr",Range: $130K - $133K,vmware,managerial
4816,Product Marketing Director,"$215,341/yr",Range: $200K - $237K,vmware,marketing
4817,"Member Technical Staff, Software","$140,110/yr",Range: $122K - $140K,vmware,engineering
4818,Analyst,"$70,734/yr",Range: $67K - $97K,vmware,others
4819,Interaction Designer,"$114,919/yr",Range: $112K - $125K,vmware,others
4820,Channel Account Manager,"$80,548/yr",Range: $65K - $87K,vmware,managerial
4821,Senior Sales Operations Analyst,"$105,317/yr",Range: $99K - $105K,vmware,sales
4822,Software Quality Engineer,"$81,548/yr",Range: $82K - $130K,vmware,engineering
4823,Devops Engineer,"$155,306/yr",Range: $89K - $158K,vmware,engineering
4824,Mid Market Account Executive,"$64,607/yr",Range: $53K - $65K,vmware,marketing
4825,MTS1 Software Engineer,"$93,348/yr",Range: $92K - $113K,vmware,engineering
4826,Global Solutions Consultant,"$166,088/yr",Range: $164K - $178K,vmware,others
4827,Regional Account Executive,"$81,345/yr",Range: $81K - $115K,vmware,others
4828,Translator,"$52,762/yr",Range: $46K - $79K,vmware,others
4829,Release Manager,"$154,343/yr",Range: $144K - $174K,vmware,managerial
4830,MTS-2,"$101,284/yr",Range: $93K - $114K,vmware,others
4831,Technical Marketing Engineer,"$151,863/yr",Range: $132K - $153K,vmware,marketing
4832,Lead Application Developer,"$143,536/yr",Range: $141K - $171K,vmware,engineering
4833,IT Senior Project Manager,"$149,303/yr",Range: $135K - $170K,vmware,it
4834,Sales Manager,"$95,671/yr",Range: $60K - $132K,vmware,sales
4835,Architect,"$162,082/yr",Range: $150K - $206K,vmware,others
4836,Group Product Marketing Manager,"$205,710/yr",Range: $176K - $208K,vmware,marketing
4837,Software Engineering Manager,"$182,253/yr",Range: $167K - $184K,vmware,engineering
4838,"Senior Director, Product Management","$244,947/yr",Range: $204K - $252K,vmware,others
4839,Sales Executive,"$128,358/yr",Range: $127K - $140K,vmware,sales
4840,Staff Technical Support Engineer,"$97,550/yr",Range: $81K - $108K,vmware,engineering
4841,Administrative Assistant,"$77,760/yr",Range: $60K - $86K,vmware,others
4842,Product Management,"$140,452/yr",Range: $95K - $150K,vmware,others
4843,Georgia,"$95,460/yr",Range: $85K - $112K,vmware,others
4844,Senior Technical Support Engineer (III),"$93,522/yr",Range: $66K - $95K,vmware,engineering
4845,QE Engineer,"$116,126/yr",Range: $108K - $152K,vmware,engineering
4846,Sr. Software Engineer,"$155,503/yr",Range: $153K - $168K,vmware,engineering
4847,Senior Member of Technical Staff - Software QA Engine,"$170,583/yr",Range: $111K - $173K,vmware,engineering
4848,Financial Analyst,"$85,892/yr",Range: $83K - $104K,vmware,others
4849,Territory Sales Manager,"$86,325/yr",Range: $77K - $93K,vmware,sales
4850,Quality Engineer III,"$106,601/yr",Range: $102K - $121K,vmware,engineering
4851,IT Senior Developer,"$123,683/yr",Range: $121K - $127K,vmware,it
4852,Member of Technical Staff - Continuing Product Development,"$125,089/yr",Range: $102K - $125K,vmware,engineering
4853,Lead Business Systems Analyst,"$149,026/yr",Range: $143K - $172K,vmware,others
4854,Member of Technical Staff QA,"$115,509/yr",Range: $115K - $117K,vmware,engineering
4855,Services Sales Manager,"$139,758/yr",Range: $137K - $181K,vmware,sales
4856,VMware Member of Technical Staff III,"$118,802/yr",Range: $112K - $127K,vmware,engineering
4857,TAM,"$134,989/yr",Range: $107K - $150K,vmware,others
4858,Technical Marketing Manager,"$155,499/yr",Range: $127K - $158K,vmware,marketing
4859,Web Application Developer,"$107,813/yr",Range: $105K - $125K,vmware,engineering
4860,Senior IT Business Analyst,"$127,720/yr",Range: $123K - $150K,vmware,it
4861,Technical Solutions Architect,"$168,681/yr",Range: $156K - $170K,vmware,others
4862,Texas,"$75,662/yr",Range: $74K - $103K,vmware,others
4863,Alliance Manager,"$153,493/yr",Range: $136K - $197K,vmware,managerial
4864,Senior Web Marketing Manager,"$145,725/yr",Range: $128K - $164K,vmware,marketing
4865,"Strategic Planning, Director","$182,773/yr",Range: $172K - $194K,vmware,others
4866,Quality Engineer,"$83,206/yr",Range: $78K - $89K,vmware,engineering
4867,Senior Quality Engineer,"$124,375/yr",Range: $117K - $133K,vmware,engineering
4868,Senior Program Manager - Contractor,"$160,670/yr",Range: $129K - $195K,vmware,managerial
4869,Desktop Support,"$78,557/yr",Range: $69K - $88K,vmware,others
4870,Finance Director,"$197,480/yr",Range: $186K - $207K,vmware,others
4871,"Director, Client Solutions","$182,553/yr",Range: $167K - $201K,vmware,others
4872,Practice Manager,"$171,251/yr",Range: $154K - $187K,vmware,managerial
4873,Executive Administrative Assistant,"$77,884/yr",Range: $61K - $95K,vmware,others
4874,Software Engineer II,"$104,821/yr",Range: $100K - $109K,vmware,engineering
4875,Senior Sales Executive,"$114,994/yr",Range: $82K - $151K,vmware,sales
4876,Client Solutions Executive,"$178,149/yr",Range: $148K - $210K,vmware,others
4877,Desktop Virtualization Reference Architect Engineer,"$164,128/yr",Range: $158K - $170K,vmware,engineering
4878,Director of Engineering,"$228,118/yr",Range: $213K - $242K,vmware,engineering
4879,"Director, Product Management","$227,354/yr",Range: $211K - $243K,vmware,others
4880,Video Producer,"$64,338/yr",Range: $61K - $67K,vmware,others
4881,Director of Business Operations,"$203,759/yr",Range: $190K - $215K,vmware,others
4882,Partner Manager,"$141,591/yr",Range: $120K - $165K,vmware,managerial
4883,Engagement Program Manager,"$149,648/yr",Range: $126K - $174K,vmware,managerial
4884,Senior Member of Technical Staff - Storage Management,"$162,127/yr",Range: $139K - $186K,vmware,engineering
4885,Human Resources Director,"$203,428/yr",Range: $185K - $225K,vmware,others
4886,Accountant,"$53,990/yr",Range: $51K - $56K,vmware,others
4887,IT Manager,"$151,423/yr",Range: $135K - $168K,vmware,it
4888,"Senior Director, Sales","$191,771/yr",Range: $181K - $202K,vmware,sales
4889,Senior IT Administrator,"$123,405/yr",Range: $101K - $147K,vmware,it
4890,Senior Staff Software Engineer,"$237,990/yr",Range: $208K - $270K,vmware,engineering
4891,Business Applications Support Analyst,"$93,655/yr",Range: $89K - $98K,vmware,others
4892,Inside Sales Account Executive,"$53,503/yr",Range: $51K - $56K,vmware,sales
4893,Chief Architect,"$260,460/yr",Range: $186K - $344K,vmware,others
4894,Enterprise Sales Executive,"$124,690/yr",Range: $89K - $162K,vmware,sales
4895,Group Manager,"$157,322/yr",Range: $148K - $169K,vmware,managerial
4896,Senior Release Manager,"$152,721/yr",Range: $144K - $161K,vmware,managerial
4897,Sales Director,"$191,082/yr",Range: $181K - $205K,vmware,sales
4898,Software Quality Assurance Engineer,"$118,395/yr",Range: $103K - $133K,vmware,engineering
4899,Human Resources,"$88,829/yr",Range: $65K - $115K,vmware,others
4900,Software Technical Consultant,"$76,030/yr",Range: $71K - $81K,vmware,engineering
4901,Senior IT Program Manager,"$145,034/yr",Range: $131K - $158K,vmware,it
4902,Business Solutions Architect,"$156,658/yr",Range: $148K - $166K,vmware,others
4903,GA,"$87,335/yr",Range: $82K - $93K,vmware,others
4904,Sales Enablement Manager,"$109,458/yr",Range: $88K - $133K,vmware,sales
4905,Senior DevOps Engineer,"$159,600/yr",Range: $146K - $173K,vmware,engineering
4906,Senior Member of Technical Staff-QA Engineer,"$152,126/yr",Range: $117K - $192K,vmware,engineering
4907,Human Resources Operations Manager,"$117,997/yr",Range: $99K - $138K,vmware,managerial
4908,Engineer,"$136,179/yr",Range: $119K - $154K,vmware,engineering
4909,Strategic Accounts Manager,"$129,209/yr",Range: $125K - $135K,vmware,managerial
4910,Senior Localization Manager,"$154,423/yr",Range: $142K - $168K,vmware,managerial
4911,Operations Analyst,"$53,661/yr",Range: $47K - $60K,vmware,others
4912,Client Account Manager,"$62,295/yr",Range: $58K - $66K,vmware,managerial
4913,Software Engineer I,"$81,695/yr",Range: $71K - $93K,vmware,engineering
4914,Senior Member of Technical Staff - Continuing Product,"$144,776/yr",Range: $133K - $156K,vmware,engineering
4915,Visual Designer,"$130,338/yr",Range: $116K - $144K,vmware,others
4916,Senior Pre-Sales Engineer,"$141,808/yr",Range: $131K - $154K,vmware,engineering
4917,Senior Member of Technical Staff Storage,"$141,126/yr",Range: $133K - $150K,vmware,engineering
4918,Software Engineering Director,"$227,612/yr",Range: $206K - $248K,vmware,engineering
4919,IT Architect,"$151,022/yr",Range: $138K - $165K,vmware,it
4920,Senior IT Engineer,"$142,723/yr",Range: $137K - $149K,vmware,it
4921,"Business Analyst, Business Intelligence & Reporting","$80,216/yr",Range: $45K - $119K,vmware,others
4922,Vmware Administrator,"$109,152/yr",Range: $83K - $138K,vmware,others
4923,"Member of Technical Staff, Web Developer","$125,594/yr",Range: $121K - $131K,vmware,engineering
4924,Information Security Engineer,"$114,822/yr",Range: $99K - $132K,vmware,engineering
4925,Technology Analyst,"$98,724/yr",Range: $87K - $110K,vmware,others
4926,"Manager, QE","$146,826/yr",Range: $131K - $162K,vmware,others
4927,Software Test Engineer,"$119,107/yr",Range: $114K - $127K,vmware,engineering
4928,Senior Program Manager - Product Security,"$157,421/yr",Range: $151K - $163K,vmware,managerial
4929,"Member of Technical Staff, Sustaining Engineer","$109,713/yr",Range: $99K - $121K,vmware,engineering
4930,Quality Assurance,"$91,930/yr",Range: $36K - $151K,vmware,others
4931,Product Specialist,"$117,472/yr",Range: $67K - $171K,vmware,others
4932,"Member of Technical Staff, Senior Quality Engineer","$128,967/yr",Range: $110K - $148K,vmware,engineering
4933,Network Engineer,"$83,452/yr",Range: $69K - $99K,vmware,engineering
4934,Sales,"$59,398/yr",Range: $52K - $67K,vmware,sales
4935,Program Director,"$190,712/yr",Range: $174K - $211K,vmware,others
4936,Regional Sales Manager,"$90,145/yr",Range: $85K - $96K,vmware,sales
4937,Channel Manager,"$162,259/yr",Range: $137K - $190K,vmware,managerial
4938,Solutions Specialist,"$72,830/yr",Range: $66K - $80K,vmware,others
4939,Product Support Engineer,"$107,908/yr",Range: $97K - $117K,vmware,engineering
4940,Sharepoint Developer,"$124,339/yr",Range: $116K - $132K,vmware,engineering
4941,Senior Recruiter,"$117,509/yr",Range: $93K - $143K,vmware,others
4942,Data Analyst,"$102,831/yr",Range: $97K - $108K,vmware,others
4943,Web Applications Developer III,"$107,113/yr",Range: $103K - $112K,vmware,engineering
4944,Oracle Applications Developer,"$130,884/yr",Range: $123K - $139K,vmware,engineering
4945,Business Development Representative,"$48,250/yr",Range: $41K - $56K,vmware,others
4946,Storage Solutions Engineer,"$131,562/yr",Range: $125K - $139K,vmware,engineering
4947,Salesforce Administrator,"$71,952/yr",Range: $49K - $96K,vmware,others
4948,"Member of Technical Staff, Continuing Product Development","$112,393/yr",Range: $101K - $124K,vmware,engineering
4949,"Senior Director, R&D","$246,064/yr",Range: $215K - $277K,vmware,others
4950,Enterprise Account Manager,"$105,454/yr",Range: $73K - $142K,vmware,managerial
4951,Program Manager - Contractor,"$109,243/yr",Range: $88K - $134K,vmware,managerial
4952,Partner Business Manager,"$107,846/yr",Range: $102K - $113K,vmware,managerial
4953,Technical Proposal Writer,"$54,092/yr",Range: $50K - $59K,vmware,others
4954,Marketing Analyst,"$81,724/yr",Range: $77K - $87K,vmware,marketing
4955,Staff Software Test Engineer,"$133,790/yr",Range: $127K - $140K,vmware,engineering
4956,Associate Systems Engineer,"$106,601/yr",Range: $103K - $112K,vmware,engineering
4957,Senior Account Manager,"$56,110/yr",Range: $53K - $59K,vmware,managerial
4958,Operations Supervisor,"$101,913/yr",Range: $74K - $133K,vmware,others
4959,IOS Developer,"$89,252/yr",Range: $77K - $101K,vmware,engineering
4960,Inside Partner Business Manager,"$56,529/yr",Range: $47K - $67K,vmware,managerial
4961,Applications Support Analyst,"$94,586/yr",Range: $86K - $103K,vmware,others
4962,National Partner Manager,"$106,034/yr",Range: $80K - $132K,vmware,managerial
4963,Staff Technical Program Manager,"$188,310/yr",Range: $166K - $213K,vmware,managerial
4964,Client Services Director,"$158,602/yr",Range: $149K - $169K,vmware,others
4965,Solutoin Consultant,"$89,039/yr",Range: $60K - $121K,vmware,others
4966,IT Director,"$199,938/yr",Range: $163K - $243K,vmware,it
4967,Presales Solutions Architect,"$157,087/yr",Range: $135K - $181K,vmware,others
4968,Senior Deal Desk Analyst,"$95,359/yr",Range: $83K - $108K,vmware,others
4969,Senior Business Development Manager,"$176,548/yr",Range: $161K - $191K,vmware,managerial
4970,Sr Member of Technical Staff,"$144,940/yr",Range: $133K - $156K,vmware,engineering
4971,Virtual Sales Representative,"$61,685/yr",Range: $50K - $75K,vmware,sales
4972,Member of Technical Staff I,"$100,505/yr",Range: $96K - $104K,vmware,engineering
4973,Senior Technical Support Engineer III,"$87,139/yr",Range: $84K - $91K,vmware,engineering
4974,Lead Business Systems Analyst - IT,"$158,065/yr",Range: $144K - $173K,vmware,it
4975,Computer Systems Analyst,"$88,869/yr",Range: $86K - $92K,vmware,others
4976,Programmer Analyst/Senior Applications Developer,"$125,226/yr",Range: $119K - $131K,vmware,engineering
4977,SE Manager,"$178,984/yr",Range: $173K - $186K,vmware,managerial
4978,Communications Manager,"$91,142/yr",Range: $84K - $98K,vmware,managerial
4979,Business Development Manager,"$104,071/yr",Range: $67K - $145K,vmware,managerial
4980,Senior Manager Globalization Operations,"$137,731/yr",Range: $131K - $142K,vmware,managerial
4981,R&D,"$67,765/yr",Range: $47K - $91K,vmware,others
4982,IT Applications Architect,"$142,411/yr",Range: $137K - $149K,vmware,it
4983,Staff Product Manager,"$192,272/yr",Range: $183K - $199K,vmware,managerial
4984,Sourcer - Contractor,"$143,930/yr",Range: $137K - $149K,vmware,others
4985,Director of Engineering - Monthly,"$19,966/mo",Range: $19K - $21K,vmware,engineering
4986,Software Engineer,"$146,827/yr",Range: $91K - $192K,facebook,engineering
4987,Product Designer,"$145,545/yr",Range: $86K - $209K,facebook,others
4988,Production Engineer,"$144,355/yr",Range: $106K - $215K,facebook,engineering
4989,Data Scientist,"$145,365/yr",Range: $100K - $194K,facebook,engineering
4990,Research Scientist,"$147,769/yr",Range: $122K - $196K,facebook,engineering
4991,Product Manager,"$158,582/yr",Range: $94K - $221K,facebook,managerial
4992,Senior Software Engineer,"$176,495/yr",Range: $100K - $237K,facebook,engineering
4993,Technical Program Manager,"$147,453/yr",Range: $108K - $211K,facebook,managerial
4994,Software Engineer IV,"$148,169/yr",Range: $133K - $165K,facebook,engineering
4995,Software Engineer V,"$172,946/yr",Range: $145K - $206K,facebook,engineering
4996,Engineering Manager,"$198,910/yr",Range: $155K - $237K,facebook,engineering
4997,Product Marketing Manager,"$150,479/yr",Range: $100K - $188K,facebook,marketing
4998,User Experience Researcher,"$139,002/yr",Range: $101K - $184K,facebook,others
4999,Technical Recruiter,"$128,045/yr",Range: $94K - $171K,facebook,others
5000,Facebook Software Engineer,"$123,695/yr",Range: $104K - $165K,facebook,engineering
5001,Product Specialist,"$96,945/yr",Range: $71K - $151K,facebook,others
5002,Data Engineer,"$136,262/yr",Range: $100K - $180K,facebook,engineering
5003,Client Solutions Manager,"$97,402/yr",Range: $62K - $157K,facebook,managerial
5004,Software Engineering,"$114,951/yr",Range: $92K - $163K,facebook,engineering
5005,Operations Engineer,"$110,240/yr",Range: $88K - $155K,facebook,engineering
5006,Program Manager,"$125,399/yr",Range: $64K - $162K,facebook,managerial
5007,Client Partner,"$118,495/yr",Range: $89K - $209K,facebook,others
5008,Technical Sourcer,"$104,172/yr",Range: $56K - $155K,facebook,others
5009,Project Manager,"$107,537/yr",Range: $67K - $150K,facebook,managerial
5010,Content Strategist,"$119,868/yr",Range: $92K - $151K,facebook,others
5011,Network Engineer,"$150,019/yr",Range: $113K - $171K,facebook,engineering
5012,Account Manager,"$92,438/yr",Range: $53K - $121K,facebook,managerial
5013,Data Analyst,"$107,248/yr",Range: $69K - $142K,facebook,others
5014,Front End Engineer,"$149,183/yr",Range: $110K - $188K,facebook,engineering
5015,Software Engineer III,"$120,945/yr",Range: $108K - $163K,facebook,engineering
5016,Recruiter,"$121,306/yr",Range: $88K - $160K,facebook,others
5017,Security Engineer,"$159,922/yr",Range: $110K - $219K,facebook,engineering
5018,Software Engineer - Monthly,"$7,436/mo",Range: $5K - $10K,facebook,engineering
5019,Solutions Engineer,"$134,588/yr",Range: $104K - $204K,facebook,engineering
5020,Product Analyst,"$115,358/yr",Range: $97K - $151K,facebook,others
5021,Executive Assistant,"$104,483/yr",Range: $81K - $114K,facebook,others
5022,Administrative Assistant,"$83,807/yr",Range: $50K - $95K,facebook,others
5023,Manager,"$164,140/yr",Range: $140K - $182K,facebook,managerial
5024,User Interface Engineer,"$116,595/yr",Range: $108K - $204K,facebook,engineering
5025,User Operations Analyst,"$51,971/yr",Range: $49K - $52K,facebook,others
5026,Software Engineering Manager,"$211,124/yr",Range: $181K - $241K,facebook,engineering
5027,Business Analyst,"$112,833/yr",Range: $84K - $136K,facebook,others
5028,Software Development Engineer,"$120,716/yr",Range: $110K - $173K,facebook,engineering
5029,Senior Product Manager,"$164,175/yr",Range: $130K - $215K,facebook,managerial
5030,Software Developer,"$118,639/yr",Range: $81K - $149K,facebook,engineering
5031,Business Operations Manager,"$161,117/yr",Range: $112K - $178K,facebook,managerial
5032,Partner Engineer,"$127,749/yr",Range: $88K - $170K,facebook,engineering
5033,Software Engineering New Grad,"$118,092/yr",Range: $113K - $123K,facebook,engineering
5034,Director,"$241,094/yr",Range: $171K - $280K,facebook,others
5035,Applications Operations Engineer,"$109,983/yr",Range: $102K - $159K,facebook,engineering
5036,Analyst,"$91,823/yr",Range: $44K - $136K,facebook,others
5037,Quantitative Researcher,"$144,243/yr",Range: $115K - $202K,facebook,others
5038,Software Engineer() - Monthly,"$8,150/mo",Range: $8K - $8K,facebook,engineering
5039,Database Engineer,"$144,355/yr",Range: $113K - $204K,facebook,engineering
5040,Marketing Manager,"$136,065/yr",Range: $80K - $194K,facebook,marketing
5041,Partner Manager,"$96,150/yr",Range: $83K - $127K,facebook,managerial
5042,Technical Project Manager,"$135,416/yr",Range: $85K - $176K,facebook,managerial
5043,Security Manager,"$105,367/yr",Range: $57K - $160K,facebook,managerial
5044,Business Intelligence Engineer,"$148,903/yr",Range: $126K - $159K,facebook,engineering
5045,Senior Manager,"$167,054/yr",Range: $104K - $192K,facebook,managerial
5046,Operations Program Manager,"$131,173/yr",Range: $74K - $163K,facebook,managerial
5047,Network Operations Engineer,"$116,621/yr",Range: $107K - $128K,facebook,engineering
5048,Engineer,"$117,891/yr",Range: $65K - $143K,facebook,engineering
5049,Hardware Engineer,"$147,734/yr",Range: $111K - $202K,facebook,engineering
5050,Business Operations Associate,"$117,622/yr",Range: $81K - $138K,facebook,others
5051,Systems Engineer,"$120,716/yr",Range: $98K - $148K,facebook,engineering
5052,"Data Scientist, Analytics","$120,188/yr",Range: $110K - $156K,facebook,others
5053,Growth Marketing Analyst,"$128,200/yr",Range: $102K - $136K,facebook,marketing
5054,Recruiting Coordinator,"$76,241/yr",Range: $67K - $90K,facebook,others
5055,Associate General Counsel,"$227,106/yr",Range: $170K - $290K,facebook,others
5056,Senior Technical Program Manager,"$180,051/yr",Range: $154K - $208K,facebook,managerial
5057,Analytics Manager,"$164,086/yr",Range: $145K - $194K,facebook,managerial
5058,UX Researcher,"$130,102/yr",Range: $121K - $170K,facebook,others
5059,Software Engineer,"$106,909/yr",Range: $32K - $163K,facebook,engineering
5060,Art Director,"$122,699/yr",Range: $51K - $197K,facebook,others
5061,Production Engineering Manager,"$193,084/yr",Range: $155K - $226K,facebook,engineering
5062,Client Manager,"$86,183/yr",Range: $78K - $98K,facebook,managerial
5063,Data Center Technician Manager,"$127,976/yr",Range: $122K - $161K,facebook,managerial
5064,Construction Manager,"$105,740/yr",Range: $82K - $137K,facebook,managerial
5065,User Operations Associate,"$81,009/yr",Range: $77K - $105K,facebook,others
5066,Site Reliability Engineer,"$97,818/yr",Range: $81K - $120K,facebook,engineering
5067,Applications Engineer,"$120,461/yr",Range: $99K - $142K,facebook,engineering
5068,Data Center Technician,"$83,401/yr",Range: $80K - $90K,facebook,others
5069,Staff Software Engineer,"$210,583/yr",Range: $204K - $230K,facebook,engineering
5070,Senior Project Manager,"$147,861/yr",Range: $81K - $153K,facebook,managerial
5071,Operations Manager,"$111,485/yr",Range: $83K - $125K,facebook,managerial
5072,Financial Analyst,"$122,313/yr",Range: $87K - $129K,facebook,others
5073,Senior Product Designer,"$168,440/yr",Range: $145K - $173K,facebook,others
5074,Channel Marketing Manager,"$136,803/yr",Range: $121K - $148K,facebook,marketing
5075,Recruiting Lead,"$139,309/yr",Range: $98K - $160K,facebook,others
5076,Designer,"$124,483/yr",Range: $85K - $177K,facebook,others
5077,Oracle Developer,"$127,627/yr",Range: $103K - $133K,facebook,engineering
5078,Facebook Software Engineer - Monthly,"$10,478/mo",Range: $8K - $12K,facebook,engineering
5079,Senior Data Scientist,"$174,118/yr",Range: $170K - $190K,facebook,engineering
5080,Online Operations Associate,"$76,168/yr",Range: $55K - $103K,facebook,others
5081,Facility Engineer,"$93,388/yr",Range: $90K - $95K,facebook,engineering
5082,Storage Engineer,"$127,862/yr",Range: $106K - $144K,facebook,engineering
5083,Strategic Partner Manager,"$87,699/yr",Range: $66K - $102K,facebook,managerial
5084,Senior Technical Recruiter,"$158,501/yr",Range: $132K - $163K,facebook,others
5085,Software Engineer New Grad,"$113,827/yr",Range: $111K - $115K,facebook,engineering
5086,Embedded Software Engineer,"$126,672/yr",Range: $126K - $132K,facebook,engineering
5087,SWE,"$137,179/yr",Range: $120K - $150K,facebook,others
5088,Machine Learning Engineer,"$145,748/yr",Range: $101K - $151K,facebook,engineering
5089,SDE1,"$112,641/yr",Range: $100K - $122K,facebook,engineering
5090,Oracle Applications Developer,"$121,642/yr",Range: $105K - $134K,facebook,engineering
5091,Subject Matter Expert,"$75,278/yr",Range: $72K - $78K,facebook,others
5092,Sales Operations Manager,"$128,489/yr",Range: $119K - $140K,facebook,sales
5093,Software Engineer VI,"$207,249/yr",Range: $205K - $221K,facebook,engineering
5094,Content Specialist,"$96,578/yr",Range: $52K - $100K,facebook,others
5095,Senior Data Analyst,"$110,019/yr",Range: $93K - $125K,facebook,others
5096,Construction Project Manager,"$99,837/yr",Range: $97K - $113K,facebook,managerial
5097,Content Writer,"$81,705/yr",Range: $70K - $100K,facebook,others
5098,Creative Strategist,"$196,353/yr",Range: $90K - $240K,facebook,others
5099,Strategist,"$156,258/yr",Range: $147K - $171K,facebook,others
5100,Supply Chain Manager,"$135,016/yr",Range: $117K - $168K,facebook,managerial
5101,Product Operations Specialist,"$96,206/yr",Range: $70K - $123K,facebook,others
5102,Critical Facility Engineer,"$99,575/yr",Range: $80K - $102K,facebook,engineering
5103,Frontend Engineer,"$133,860/yr",Range: $112K - $157K,facebook,engineering
5104,Business Development Manager,"$127,408/yr",Range: $77K - $158K,facebook,managerial
5105,Developer Support Engineer,"$111,587/yr",Range: $102K - $149K,facebook,engineering
5106,Software Development Engineer In Test,"$149,057/yr",Range: $145K - $163K,facebook,engineering
5107,Product Development Specialist,"$95,149/yr",Range: $95K - $112K,facebook,others
5108,Rotational Software Engineer,"$148,305/yr",Range: $147K - $150K,facebook,engineering
5109,Chief Engineering Manager,"$133,337/yr",Range: $128K - $136K,facebook,engineering
5110,Community Manager,"$109,807/yr",Range: $96K - $112K,facebook,managerial
5111,Technical Account Manager,"$129,373/yr",Range: $108K - $130K,facebook,managerial
5112,Product Design Manager,"$209,034/yr",Range: $188K - $234K,facebook,managerial
5113,Data Engineer Manager,"$205,161/yr",Range: $180K - $224K,facebook,engineering
5114,User Operations Team Lead,"$111,341/yr",Range: $107K - $112K,facebook,others
5115,Mobile User Interface Engineer,"$127,257/yr",Range: $126K - $191K,facebook,engineering
5116,Platform Manager,"$139,601/yr",Range: $134K - $140K,facebook,managerial
5117,Safety Specialist,"$95,000/yr",Range: $78K - $97K,facebook,others
5118,Strategic Account Manager,"$118,611/yr",Range: $102K - $138K,facebook,managerial
5119,Programmer,"$68,112/yr",Range: $66K - $106K,facebook,others
5120,Engineering Program Manager,"$161,507/yr",Range: $146K - $182K,facebook,engineering
5121,Electrical Engineer,"$153,128/yr",Range: $116K - $159K,facebook,engineering
5122,Producer,"$115,496/yr",Range: $103K - $124K,facebook,others
5123,Customer Service,"$47,337/yr",Range: $33K - $79K,facebook,others
5124,Human Resources,"$133,040/yr",Range: $54K - $151K,facebook,others
5125,Team Lead,"$106,556/yr",Range: $86K - $115K,facebook,others
5126,Education Manager,"$94,943/yr",Range: $78K - $102K,facebook,managerial
5127,User Operations Specialist,"$57,026/yr",Range: $57K - $75K,facebook,others
5128,Creative Designer,"$91,390/yr",Range: $83K - $92K,facebook,others
5129,Marketing Communications Manager,"$163,499/yr",Range: $117K - $167K,facebook,marketing
5130,Research Manager,"$166,901/yr",Range: $137K - $205K,facebook,managerial
5131,Associate Product Marketing Manager,"$83,726/yr",Range: $78K - $119K,facebook,marketing
5132,IOS Engineer,"$153,807/yr",Range: $150K - $162K,facebook,engineering
5133,Optical Engineer,"$127,377/yr",Range: $124K - $130K,facebook,engineering
5134,Recruiting Manager,"$159,599/yr",Range: $153K - $166K,facebook,managerial
5135,Online Marketing Specialist,"$108,183/yr",Range: $108K - $108K,facebook,marketing
5136,Computer Engineer,"$106,255/yr",Range: $105K - $122K,facebook,engineering
5137,Power Engineer,"$98,936/yr",Range: $81K - $111K,facebook,engineering
5138,Sales Manager,"$59,219/yr",Range: $33K - $100K,facebook,sales
5139,University Recruiter,"$126,446/yr",Range: $117K - $129K,facebook,others
5140,Enterprise Support Tech,"$93,000/yr",Range: $91K - $95K,facebook,others
5141,Business Data Analyst,"$96,412/yr",Range: $65K - $123K,facebook,others
5142,Counsel,"$196,861/yr",Range: $191K - $217K,facebook,others
5143,Research Engineer,"$151,870/yr",Range: $146K - $164K,facebook,engineering
5144,QA Analyst,"$99,227/yr",Range: $92K - $105K,facebook,others
