"jobTitle","company","meanPay"
"Educator","Bank Street School for Children","$69,991/yr"
"Educator","Catholic Charities USA","$45,897/yr"
"Educator","Legacy Charter School","$35,691/yr"
"Educator","Home Dialysis Services","$81,936/yr"
"Educator","The New England Center for Children","$51,974/yr"
"Educator","Manhattan Neighborhood Network","$41,809/yr"
"Educator","Via Services","$59,422/yr"
"Educator","City of Austin Texas","$44,334/yr"
"Educator","Pflugerville Independent School District","$49,861/yr"
"Educator","DELTA","$34,563/yr"
"Educator - Contractor","National Outdoor Leadership School","$23,689/yr"
"Educator","St. Bernard Parish School District","$44,917/yr"
"Educator - Contractor","Craven County Schools","$37,734/yr"
"Educator - Hourly","Billings Middle School","$19/hr"
"Educator","Crystal Lake District 47","$53,927/yr"
"Educator","Doctors Charter School","$54,230/yr"
"Educator","Eastern University","$59,422/yr"
"Educator","Kindred Healthcare","$41,669/yr"
"Educator","Churchville-Chili Central School District","$101,317/yr"
"Educator","Pearson","$50,185/yr"
"Educator","Gilbert Unified School District","$55,345/yr"
"Educator","Southwest Independent School District","$37,687/yr"
"Educator","Stratford University","$45,356/yr"
"Educator","Weatherford Independent School District","$48,944/yr"
"Educator - Hourly","Gulf of Maine Research Institute","$14/hr"
"Educator - Hourly Contractor","Connecticut Audubon Society","$13/hr"
"Educator - Hourly","SAIC","$16/hr"
"Educator","Smithsonian","$59,768/yr"
"Educator","Lane Community College","$51,024/yr"
"Educator","Boston Children's Museum","$33,593/yr"
"Educator - Hourly Contractor","Urban Oasis Project","$17/hr"
"Educator","Merry Moppet Preschool and Belmont Oaks Academy","$57,995/yr"
"Educator - Hourly","Chicago Zoological Society","$17/hr"
"Educator - Hourly","Kiddie Academy","$9/hr"
"Educator - Contractor","Occidental College","$53,839/yr"
"Educator","Castilleja School","$104,175/yr"
"Educator - Hourly","Teachers on Reserve","$21/hr"
"Educator","Vidor Independent School District","$55,213/yr"
"Educator","Northwest R-I School District","$61,184/yr"
"Educator","Right At School","$71,933/yr"
"Educator","Stanford University","$48,572/yr"
"Educator","Ventura County Community College District","$93,757/yr"
"Educator - Hourly Contractor","Professional Educational Services Group","$17/hr"
"Educator","University of Tennessee Health Science Center","$38,201/yr"
"Educator - Hourly","New Balance","$9/hr"
"Educator","Jessieville School District","$41,670/yr"
"Educator - Hourly","Children’s Aid and Family Services","$26/hr"
"Educator","International Rescue Committee","$50,058/yr"
"Educator","Arrojo","$36,608/yr"
"Educator","North Carolina Department of Public Instruction","$33,219/yr"
"Educator","Bowling Green","$35,075/yr"
"Educator - Monthly","Game Changing Benefits","$10,696/mo"
"Educator","Adams 12 Five Star Schools","$64,927/yr"
"Educator","Greensville County Public Schools","$37,819/yr"
"Educator - Hourly","The Gents Place","$13/hr"
"Educator - Hourly","Michigan Science Center","$12/hr"
"Educator","Rudolf Steiner School","$39,841/yr"
"Educator - Hourly","The Living Planet Aquarium","$11/hr"
"Educator - Hourly","School City of East Chicago","$17/hr"
"Educator","Hollandale School District","$37,589/yr"
"Educator","Chandler Unified School District","$48,288/yr"
"Educator","City of St. Paul","$46,092/yr"
"Educator","Foreign and Commonwealth Office","$38,332/yr"
"Educator","Todays Fresh Start Charter School","$66,664/yr"
"Educator","Washingtonville Central School District","$55,958/yr"
"Educator - Hourly","Los Angeles USD","$24/hr"
"Educator","Somerset Academy","$47,417/yr"
"Educator - Contractor","Branchburg Township School District","$53,394/yr"
"Educator - Hourly Intern","National Museum of Nuclear Science & History","$13/hr"
"Educator","World Communications Charter School","$41,670/yr"
"Educator","The CBORD Group","$37,507/yr"
"Educator","Harlem Children's Zone","$70,055/yr"
"Educator","Fortis College","$71,131/yr"
"Educator - Hourly","National Museum of Civil War Medicine","$15/hr"
"Educator","Nova Biosource","$70,085/yr"
"Educator","Montessori Educational Centers","$40,789/yr"
"Educator","not Employeed","$49,617/yr"
"Educator - Hourly","Environmental Nature Center","$16/hr"
"Educator","Cypress Creek Children's Montessori School","$55,910/yr"
"Educator","The Bedford Stuyvesant Family Health Center","$48,455/yr"
"Educator","FamilyCord","$34,117/yr"
"Educator","Lancaster Christian Academy","$32,007/yr"
"Educator - Hourly","Southwest Youth & Family Services","$27/hr"
"Educator","Diocese of Monterey","$59,085/yr"
"Educator","University of the District of Columbia","$75,468/yr"
"Educator","L'Oréal","$94,155/yr"
"Educator - Hourly","Public Strategies (Oklahoma)","$43/hr"
"Educator","Cranston Public Schools","$80,195/yr"
"Educator - Hourly","Gwinnett County","$16/hr"
"Educator - Hourly","Community Services for Children","$22/hr"
"Educator - Hourly","Minneapolis Schools","$23/hr"
"Educator","GALLUP MCKINLEY COUNTY SCHOOLS","$33,191/yr"
"Educator","Neill Corporation","$70,387/yr"
"Educator","SAGA Education","$19,823/yr"
"Educator","Aurora Behavioral Health Care","$84,775/yr"
"Educator - Hourly","Lower East Side Tenement Museum","$18/hr"
"Educator","Escondido Union High School District","$60,593/yr"
"Educator","City of Denton","$44,168/yr"
"Educator","The Discovery","$20,031/yr"
"Educator - Hourly","Champions","$15/hr"
"Educator","Rhythm & Hues Studios","$72,784/yr"
"Educator","California Association of Realtors","$53,217/yr"
"Educator - Monthly","Michigan State University","$1,458/mo"
"Educator","Celerity Educational Group","$54,990/yr"
"Educator","Eli Whitney Museum & Workshop","$44,550/yr"
"Educator","Salina USD 305","$56,088/yr"
"Educator - Contractor","Calvary Chapel Schools","$56,062/yr"
"Educator - Hourly","Bricks 4 Kidz","$18/hr"
"Educator","Beaverton School District","$73,852/yr"
"Educator","East Haven Public Schools","$62,941/yr"
"Educator - Hourly Contractor","Denver Zoo","$12/hr"
"Educator","Anderson Creek Charter School","$40,031/yr"
"Educator","SD of Waukesha","$78,814/yr"
"Educator","Rowan-Salisbury School System","$35,582/yr"
"Educator","Hawaii State Department of Education","$56,427/yr"
"Educator","Stoneham Public Schools","$102,560/yr"
"Educator","Goddard Riverside Community Center","$53,092/yr"
"Educator - Monthly","OHA","$2,132/mo"
"Educator","Pasadena Independent School District","$52,117/yr"
"Educator - Contractor","Unknown Planner","$32,417/yr"
"Educator","ZO Skin Health","$106,965/yr"
"Educator","Amethod Public Schools","$45,068/yr"
"Educator","Unilever","$50,739/yr"
"Educator - Hourly","Writing Adventures","$38/hr"
"Educator","CSU Chico","$39,526/yr"
"Educator","Asian Human Services","$60,047/yr"
"Educator","Valencia College","$45,888/yr"
"Educator - Hourly","The Goddard School","$15/hr"
"Educator","Portland State University","$41,873/yr"
"Educator","Primrose Schools","$33,599/yr"
"Educator","The Oxford Academy (CT)","$28,552/yr"
"Educator","University of Illinois at Chicago","$49,537/yr"
"Educator","St Johns County School District","$40,434/yr"
"Educator","Clairbourn","$55,598/yr"
"Educator - Hourly Contractor","Spa Tech Institute","$25/hr"
"Educator - Hourly","Vogue College of Cosmetology","$15/hr"
"Educator","Craven County Schools","$40,061/yr"
"Educator","Cook County School District 130","$41,964/yr"
"Educator - Hourly","Miami Children's Museum","$10/hr"
"Educator - Hourly","The Discovery","$13/hr"
"Educator","Paul Mitchell","$37,764/yr"
"Educator","AAPC","$65,153/yr"
"Educator","TIGI","$82,536/yr"
"Educator - Hourly","“e” (MA)","$15/hr"
"Educator - Monthly","Hall County School System","$2,111/mo"
"Educator","UNC Pembroke","$80,758/yr"
"Educator","Northeastern University","$48,049/yr"
"Educator","Maria L. Varisco-Rogers Charter School","$50,798/yr"
"Educator","Wolverine Trading","$50,033/yr"
"Educator - Hourly","Apollo After School","$15/hr"
"Educator - Hourly","Morehead Planetarium","$10/hr"
"Educator","Boston Public Schools","$65,117/yr"
"Educator","SmithBucklin","$61,631/yr"
"Educator","Goodwin College","$52,287/yr"
"Educator - Hourly","Renaissance School of Arts and Sciences","$27/hr"
"Educator","World Wildlife Fund","$62,010/yr"
"Educator","Management Events","$44,010/yr"
"Educator - Hourly","YMCA","$14/hr"
"Educator","Proctor Academy","$30,497/yr"
"Educator - Hourly","Chesapeake Child Development Center","$14/hr"
"Educator","Exploration Place","$37,315/yr"
"Educator - Hourly","Lulu.com","$10/hr"
"Educator - Hourly","Rialto Unified School District","$27/hr"
"Educator","Tomball Independent School District","$59,046/yr"
"Educator","Sinclair Community College","$52,742/yr"
"Educator - Hourly","CNM","$14/hr"
"Educator","Calallen ISD","$48,598/yr"
"Educator","Plymouth-Canton Community Schools","$84,362/yr"
"Educator","Counter Culture Coffee","$61,920/yr"
"Educator","Leona Group","$44,820/yr"
"Educator - Contractor","Henrico County Public Schools","$45,130/yr"
"Educator - Hourly","Discovery Place","$15/hr"
"Educator","The Cleveland Museum of Art","$32,372/yr"
"Educator","Pace Center For Girls","$41,960/yr"
"Educator","Northern Burlington County Regional School District","$50,671/yr"
"Educator","Novo Nordisk","$120,663/yr"
"Educator","Harvard Business School","$61,737/yr"
"Educator","Tyler Independent School District","$53,748/yr"
"Educator - Hourly","Washington Pavilion Of Arts &","$17/hr"
"Educator - Contractor","Yeshivah of Flatbush","$42,646/yr"
"Educator","Milwaukee Public Schools","$44,583/yr"
"Educator - Hourly","Children's Home Society of Washington","$19/hr"
"Educator","Napa Valley USD","$57,622/yr"
"Educator - Contractor","Belmont-Redwood Shores School District","$80,548/yr"
"Educator","The Genesis Center","$27,003/yr"
"Educator","Stanford Health Care","$123,869/yr"
"Educator","Park University","$35,715/yr"
"Educator - Monthly","ICEF Public Schools","$4,724/mo"
"Educator","Palos Community Consolidated School District 118","$51,149/yr"
"Educator - Contractor","International Leadership of Texas","$51,280/yr"
"Educator","NC State Employees' Credit Union","$34,152/yr"
"Educator","Blackfoot School District","$59,566/yr"
"Educator","Loyola University Chicago","$43,154/yr"
"Educator","Synergy Healthcare","$92,028/yr"
"Educator - Hourly","Little Rock School District","$13/hr"
"Educator","Bridge International Academies","$19,134/yr"
"Educator - Hourly","J. Sargeant Reynolds Community College","$33/hr"
"Educator","Elkhorn Public Schools","$67,752/yr"
"Educator - Hourly","Knowledge Learning","$17/hr"
"Educator","Acelero Learning","$47,617/yr"
"Educator","Seven Hills Foundation","$37,231/yr"
"Educator","NRDC","$21,608/yr"
"Educator - Hourly","ProTeX The PT Xperts","$16/hr"
"Educator - Hourly","Union Station","$16/hr"
"Educator - Hourly","ThinkingCAP","$11/hr"
"Educator - Contractor","Warsaw Schools","$40,311/yr"
"Educator","Richardson Independent School District","$55,304/yr"
"Educator","Support to Eliminate Poverty","$32,000/yr"
"Educator","New York County District Attorney","$46,249/yr"
"Educator","Upper Arlington Schools","$102,609/yr"
"Educator","Central Consolidated School District","$45,775/yr"
"Educator - Hourly","Seton Catholic Schools","$15/hr"
"Educator","Avalon School of Cosmetology","$37,556/yr"
"Educator - Hourly","Pacific Academy","$27/hr"
"Educator - Hourly","Portland Aquarium","$10/hr"
"Educator - Hourly","Agnesian HealthCare","$27/hr"
"Educator - Hourly","Carnegie Museums of Pittsburgh","$13/hr"
"Educator - Hourly","Museum of Science","$13/hr"
"Educator","RePublic Schools","$75,594/yr"
"Educator","Chicago Zoological Society","$41,781/yr"
"Educator","Huron Valley Schools","$36,284/yr"
"Educator - Hourly","Philadelphia Zoo","$9/hr"
"Educator","Uplift Education","$31,499/yr"
"Educator","Peru Community Schools","$48,452/yr"
"Educator","Laurus Technical Institute","$43,980/yr"
"Educator","Penrose Academy","$39,124/yr"
"Educator","Veritas Preparatory Charter School","$42,646/yr"
"Educator","Crocker Art Institute","$69,991/yr"
"Educator - Hourly","Kehillat Israel","$48/hr"
"Educator","Rutherford County Schools","$46,983/yr"
"Educator - Hourly","Gymboree Play and Music","$14/hr"
"Educator - Hourly","Newark Museum","$20/hr"
"Educator - Hourly Contractor","Novasyte","$33/hr"
"Educator - Hourly","Covenant HealthCare","$26/hr"
"Educator","Charlotte Country Day School","$41,960/yr"
"Educator - Hourly","Professional Educational Services Group","$11/hr"
"Educator","Fremont Union High School District","$112,223/yr"
"Educator","Delaware State University","$51,241/yr"
"Educator","Audubon Society of Rhode Island","$24,635/yr"
"Educator - Hourly","Young Inklings","$26/hr"
"Educator","Alamance-Burlington School System","$52,487/yr"
"Educator - Hourly","Belmont After School Enrichment Collaborative","$21/hr"
"Educator - Hourly","Scripps Institution of Oceanography","$15/hr"
"Educator - Hourly","Beauty Basics","$19/hr"
"Educator","Irvington Township School District","$80,000/yr"
"Educator","LIVINGSTON INDEPENDENT SCHOOL DISTRICT","$54,690/yr"
"Educator","AMTI","$63,285/yr"
"Educator","Santa Ana, CA","$102,803/yr"
"Educator","State of Colorado","$46,918/yr"
"Educator","Oakridge Public Schools","$31,233/yr"
"Educator","Cumberland County Public Schools","$38,738/yr"
"Educator - Contractor","McKeon Education Group","$34,172/yr"
"Educator","Stanbridge University","$51,913/yr"
"Educator","Vista Grove Prep","$36,199/yr"
"Educator","Montgomery County Educational Service Center","$54,000/yr"
"Educator - Hourly","National Audubon Society","$11/hr"
"Educator - Hourly","Bellus Academy","$25/hr"
"Educator","Lafayette Parish School Board","$54,696/yr"
"Educator","Full Time Educator With a Masters Degre","$50,053/yr"
"Educator","Five Keys Schools and Programs","$50,160/yr"
"Educator","LEARN Charter School","$65,023/yr"
"Educator","American Heart Association","$53,906/yr"
"Educator","Widefield School District #3 Preschool","$44,058/yr"
"Educator","Roman Catholic Diocese of San Diego","$28,304/yr"
"Educator","Progreso ISD","$48,073/yr"
"Educator","Katie Brown Educational Program","$38,516/yr"
"Educator","Paris Independent School District","$47,319/yr"
"Educator","Northwestern University","$27,093/yr"
"Educator","The University of North Carolina System","$42,646/yr"
"Educator - Hourly","Allegheny Health Network","$21/hr"
"Educator","Mt Diablo Unified School District","$95,833/yr"
"Educator","Livingston Public Schools, Montana","$53,022/yr"
"Educator","Florida Department of Health","$38,771/yr"
"Educator","Little Elm ISD","$52,629/yr"
"Educator - Hourly","GeoKids","$23/hr"
"Educator - Hourly Contractor","University of Wisconsin - Extension","$21/hr"
"Educator","DPS","$45,324/yr"
"Educator - Hourly","Art Center College","$72/hr"
"Educator - Hourly","Crescent Park Child Development Center","$23/hr"
"Educator","Richard Milburn Academy","$56,062/yr"
"Educator","Austin ISD","$44,033/yr"
"Educator","Texas Juvenile Justice Department","$47,193/yr"
"Educator","Phoenix Charter Academy","$91,721/yr"
"Educator - Hourly","New Horizons Montessori","$22/hr"
"Educator","Bakersfield College","$67,186/yr"
"Educator - Hourly","University System of Georgia","$8/hr"
"Educator","Hilltop Child Development Center","$19,278/yr"
"Educator","Northwest Tech","$72,873/yr"
"Educator","Chick-fil-A","$40,021/yr"
"Educator","Ascension Catholic Church & School","$48,515/yr"
"Educator - Hourly","SunGarden Montessori Children's House","$17/hr"
"Educator - Hourly","Paul Mitchelle the School","$20/hr"
"Educator","YWCA","$34,500/yr"
"Educator","DS Laboratories","$38,501/yr"
"Educator","Istation","$61,772/yr"
"Educator","LVMH","$44,936/yr"
"Educator","Merchant Marine Academy","$79,961/yr"
"Educator","HydroPeptide","$33,014/yr"
"Educator","SensioGrey","$19,808/yr"
"Educator","Citrus County Schools","$42,646/yr"
"Educator - Hourly","Standard Dose","$17/hr"
"Educator","Mountain View-Whisman School District","$85,421/yr"
"Educator - Contractor","LMTSD","$59,296/yr"
"Educator - Hourly","Walt Disney Company","$12/hr"
"Educator - Hourly","Maryland Science Center","$16/hr"
"Educator - Contractor","Marion County School District","$32,631/yr"
"Educator","New Castle Community School","$49,536/yr"
"Educator","Winebow","$62,530/yr"
"Educator - Hourly","STAR Education","$18/hr"
"Educator - Hourly","State Center Community College District","$51/hr"
"Educator","Mount Sacred Heart School","$31,470/yr"
"Educator","Gemological Institute of America","$49,204/yr"
"Educator","Madison Metropolitan School District","$59,223/yr"
"Educator","Troup County School System","$56,111/yr"
"Educator","Pfeiffer University","$42,142/yr"
"Educator - Hourly","South Street Seaport Museum","$20/hr"
"Educator - Hourly Intern","Arizona State University","$11/hr"
"Educator","Diocese of Oakland","$44,865/yr"
"Educator","Lowndes County Schools","$55,175/yr"
"Educator","The Trustees of Reservations","$42,456/yr"
"Educator","University of Colorado Boulder","$53,839/yr"
"Educator","AltaMed","$43,071/yr"
"Educator - Hourly Contractor","Jordan-Elbridge Central School District","$16/hr"
"Educator - Monthly","National Health Care for the Homeless","$3,190/mo"
"Educator","Washington Academy","$37,767/yr"
"Educator - Hourly Intern","The Children's Museum of Manhattan","$13/hr"
"Educator","Clayton County public Schools","$62,984/yr"
"Educator","Christ Hospital","$90,277/yr"
"Educator","Galvanize","$48,452/yr"
"Educator - Hourly","F.A.C.T. Inc.","$20/hr"
"Educator","BGC Partners","$53,906/yr"
"Educator","Hearts Leap Schools","$50,000/yr"
"Educator","The Educational Alliance","$25,800/yr"
"Educator","Mead School District","$100,157/yr"
"Educator","Henrico County Public Schools","$82,756/yr"
"Educator","Seattle Public Schools","$79,825/yr"
"Educator","Danville Public Schools","$75,000/yr"
"Educator","Tucker County School District","$38,983/yr"
"Educator - Contractor","Harford County Public Schools","$44,100/yr"
"Educator","Summerville Catholic School","$30,573/yr"
"Educator","Aesculap  USA","$46,016/yr"
"Educator","Harnett County Schools","$48,000/yr"
"Educator - Hourly","The Salon Professional Academy","$21/hr"
"Educator","McKinney Independent School District","$53,932/yr"
"Educator - Hourly","Orange County Child Abuse Prevention Center","$19/hr"
"Educator - Hourly","Dickinson College","$13/hr"
"Educator","HAMADEH EDUCATIONAL SERVICES","$33,568/yr"
"Educator","Turbonomic","$101,655/yr"
"Educator","Audubon Naturalist Society","$37,687/yr"
"Educator","Crowley's Ridge College","$26,020/yr"
"Educator","Dalton Public Schools","$54,691/yr"
"Educator","Huntsville City Schools","$45,200/yr"
"Educator - Hourly","Toddle Town Inc.","$11/hr"
"Educator","University of Missouri","$59,733/yr"
"Educator - Hourly Contractor","Tutor Doctor Tucson","$21/hr"
"Educator","Penn Hills School District","$72,480/yr"
"Educator","HOPES CAP","$50,000/yr"
"Educator - Contractor","Massachusetts Maritime Academy","$39,975/yr"
"Educator - Hourly","Pre-K 4 San Antonio","$16/hr"
"Educator","Mahoning Valley HIstorical Society","$33,593/yr"
"Educator","Volunteers of America","$42,260/yr"
"Educator - Hourly","Santa Barbara Zoo","$11/hr"
"Educator","NISD","$41,632/yr"
"Educator - Hourly","CTM","$20/hr"
"Educator","Pitney Bowes","$84,552/yr"
"Educator - Hourly","City of Laguna Beach, CA","$16/hr"
"Educator","Chattanooga Charter School of Excellence","$34,053/yr"
"Educator","Burke County Public Schools","$47,860/yr"
"Educator - Contractor","Peoria Public Schools District","$40,130/yr"
"Educator - Hourly","Lee Health","$44/hr"
"Educator","School District of Lancaster","$67,388/yr"
"Educator - Hourly","Saint Louis Zoo","$11/hr"
"Educator","Keuka College","$91,718/yr"
"Educator","Sheboygan Area School District","$50,779/yr"
"Educator","Lake Travis Independent School","$48,515/yr"
"Educator - Hourly","Methodist Hospital of Southern California","$50/hr"
"Educator","UAT (University of Advancing Technology)","$64,124/yr"
"Educator","Shenandoah University","$33,553/yr"
"Educator","Achievement First","$34,455/yr"
"Educator","Friends Academy","$93,721/yr"
"Educator","Sahuarita Unified School District","$39,844/yr"
"Educator","Precor","$48,165/yr"
"Educator","Concept Schools","$64,687/yr"
"Educator","Eastern Oklahoma State College","$38,516/yr"
"Educator","Baton Rouge College Preparatory Charter School","$45,806/yr"
"Educator","Rocketship Public Schools","$63,052/yr"
"Educator","Denver Public Schools","$55,055/yr"
"Educator","Crescent City Schools","$71,337/yr"
"Educator - Hourly","Allegheny Intermediate Unit 3","$17/hr"
"Educator","Philomath School District","$56,277/yr"
"Educator","AFL-CIO","$60,419/yr"
"Educator","Saint Viator High School","$43,071/yr"
"Educator","Everbrook Academy","$45,153/yr"
"Educator","Franklin City Schools","$67,128/yr"
"Educator - Hourly","Metropolitan Nashville Public Schools","$43/hr"
"Educator","Catapult Learning","$36,199/yr"
"Educator","Everglades University","$51,685/yr"
"Educator","Kansas City Kansas Public Schools","$42,066/yr"
"Educator","Merrick Academy Queens Public Charter School","$63,826/yr"
"Educator - Contractor","Fishers High School","$50,039/yr"
"Educator","Think Through Math","$35,101/yr"
"Educator","Procter & Gamble","$59,172/yr"
"Educator","Whatcom Community College","$48,618/yr"
"Educator","NEW","$48,807/yr"
"Educator","Cherry Creek Schools","$29,900/yr"
"Educator - Hourly","Illinois Mathematics and Science Academy","$34/hr"
"Educator - Hourly Intern","Callaway Resort & Gardens","$8/hr"
"Educator","Goodwill","$41,181/yr"
"Educator","Anchorage Museum","$57,572/yr"
"Educator","Associated Regional and University Pathologists","$45,805/yr"
"Educator - Hourly","Athleta","$11/hr"
"Educator","Kenosha Unified School District","$54,373/yr"
"Educator","Happiness House","$36,751/yr"
"Educator","Education Inc.","$34,503/yr"
"Educator - Hourly","Whitin Community Center","$19/hr"
"Educator","Wilmette Public Schools District 39","$69,348/yr"
"Educator","Baraboo School District","$62,562/yr"
"Educator","Medical City Plano","$41,431/yr"
"Educator","Green Dot Public Schools","$91,650/yr"
"Educator","Sarasota Jungle Gardens","$27,293/yr"
"Educator","Cherokee County School District","$58,185/yr"
"Educator","Rene Furterer","$55,988/yr"
"Educator","Follain","$47,205/yr"
"Educator","Aspen Academy","$37,415/yr"
"Educator - Hourly","Stericycle","$25/hr"
"Educator","Lux Art Institute","$48,515/yr"
"Educator","Springs Charter School","$35,798/yr"
"Educator - Contractor","Kalamazoo Public Schools","$53,233/yr"
"Educator","Bravo! Vail","$45,745/yr"
"Educator","Rutgers University","$90,622/yr"
"Educator","WS/FCS","$38,093/yr"
"Educator","Friendship Public Charter School","$73,262/yr"
"Educator - Hourly","Howard County Government","$15/hr"
"Educator - Monthly","Beaufort County Schools","$3,276/mo"
"Educator - Hourly","Pretend City Children's Museum","$16/hr"
"Educator - Hourly","SUNY Geneseo","$13/hr"
"Educator - Monthly Contractor","Tumwater School District","$6,599/mo"
"Educator","El Buen Samaritano","$30,813/yr"
"Educator","State of Washington","$56,625/yr"
"Educator","Association of Christian Schools International","$74,137/yr"
"Educator - Hourly","Eye Level Learning","$22/hr"
"Educator - Hourly Intern","AnswersMedia","$18/hr"
"Educator","State of Illinois","$84,970/yr"
"Educator","Kalamazoo Public Schools","$60,315/yr"
"Educator","San Marcos USD","$68,013/yr"
"Educator","Bartow County Schools","$55,992/yr"
"Educator","University of Oklahoma","$37,485/yr"
"Educator - Hourly","SpiderSmart Learning Center","$30/hr"
"Educator","Fort Dodge Community School District","$60,203/yr"
"Educator - Monthly","SGA Youth and Family Services","$2,246/mo"
"Educator","Southgate Community School District","$46,566/yr"
"Educator","New Horizon Community Care","$40,781/yr"
"Educator","Alum Rock Union School District","$50,195/yr"
"Educator","University of Washington","$64,824/yr"
"Educator - Hourly","Greensboro Science Center","$9/hr"
"Educator","NorthBay Adventure Camp","$28,598/yr"
"Educator","Houston County Board of Education","$69,172/yr"
"Educator","William M Davies Career & Technical High School","$86,136/yr"
"Educator","Crosby Independent School District","$50,621/yr"
"Educator - Hourly Contractor","College of Saint Elizabeth","$27/hr"
"Educator","COUNTRY Financial","$46,219/yr"
"Educator","Glenbard Township High School District 87","$92,116/yr"
"Educator","Public Health Management","$40,716/yr"
"Educator","American Student Assistance","$62,353/yr"
"Educator","The Museum of Science and Industry (Chicago)","$49,452/yr"
"Educator","KID Museum","$40,645/yr"
"Educator","Des Moines Public Schools","$42,715/yr"
"Educator","Holocaust Memorial Museum","$76,196/yr"
"Educator - Monthly","Le Cordon Bleu Cooking School","$2,584/mo"
"Educator","Executive Director","$41,856/yr"
"Educator - Hourly","Pacific Science Center","$15/hr"
"Educator","Jefferson Parish Public School System","$37,751/yr"
"Educator","Columbia College Chicago","$87,337/yr"
"Educator","New York Public Library","$61,090/yr"
"Educator - Hourly","Los Angeles","$18/hr"
"Educator - Hourly","Discovery World","$11/hr"
"Educator - Hourly Contractor","Apollo After School","$19/hr"
"Educator","Phase 4 Learning Center","$37,315/yr"
"Educator - Hourly","Gannon University","$31/hr"
"Educator - Hourly Contractor","Howard County Public Schools","$32/hr"
"Educator","Agora Cyber Charter School","$32,049/yr"
"Educator","Charlotte-Mecklenburg Schools","$43,129/yr"
"Educator","Steiner Education","$41,053/yr"
"Educator","Housatonic Valley Waldorf School","$43,181/yr"
"Educator","Rising Ground","$58,671/yr"
"Educator","Parents as Teachers National Center","$32,412/yr"
"Educator - Hourly","Norwalk Health Department","$16/hr"
"Educator","School District of South Milwaukee","$44,742/yr"
"Educator - Hourly","Penn Foster, Inc","$21/hr"
"Educator","Monterey Bay Aquarium","$45,766/yr"
"Educator","Prince William County Schools","$73,852/yr"
"Educator","Sunnyside Unified District","$35,441/yr"
"Educator","Insperity","$74,630/yr"
"Educator - Hourly Contractor","The Children's Museum of Manhattan","$16/hr"
"Educator","Domus Kids","$50,109/yr"
"Educator - Hourly","SAGA Education","$15/hr"
"Educator","North Kansas City Schools","$69,097/yr"
"Educator","Toni & Guy","$48,329/yr"
"Educator - Hourly","Premier Education","$24/hr"
"Educator","Ameritech College of Healthcare","$71,596/yr"
"Educator - Hourly","The Barber School","$19/hr"
"Educator","Coney Island Prep","$75,000/yr"
"Educator","Desert Sands USD - Indio","$62,453/yr"
"Educator","Ivy Tech Community College","$52,241/yr"
"Educator - Hourly","Lydian Academy","$30/hr"
"Educator","Roca","$36,889/yr"
"Educator","Health Quest","$82,523/yr"
"Educator","QuadMed","$52,451/yr"
"Educator","Erie's Public Schools","$55,193/yr"
"Educator","Saddleback Valley USD - Mission Viejo","$142,863/yr"
"Educator","Kaplan","$76,024/yr"
"Educator","Career Point College","$64,438/yr"
"Educator - Hourly","North American Trade Schools","$32/hr"
"Educator","North Mac Schools","$64,694/yr"
"Educator","Cedars-Sinai Medical Center","$33,593/yr"
"Educator","Seekonk Public Schools","$45,222/yr"
"Educator - Hourly","Learn Now Music","$32/hr"
"Educator","Richmond County School System","$43,129/yr"
"Educator","American Telemedicine Association","$75,178/yr"
"Educator","Summit Public Schools","$80,255/yr"
"Educator","Douglas County School District (CO)","$65,250/yr"
"Educator","Kansas City Public Schools (Missouri)","$45,481/yr"
"Educator - Contractor","Warren County Public Schools","$49,515/yr"
"Educator - Contractor","Fort Worth Independent School District","$52,699/yr"
"Educator","Newark Public Schools","$103,371/yr"
"Educator","Scottsdale Unified School District","$41,644/yr"
"Educator","EdisonLearning","$54,716/yr"
"Educator - Hourly","People’s Care","$11/hr"
"Educator","SCALE Leadership Academy","$52,451/yr"
"Educator","Center for Creative Education","$38,516/yr"
"Educator","Prodeo Academy","$35,691/yr"
"Educator","Wonders of Wildlife National Museum and Aquarium","$25,080/yr"
"Educator","Americare (New York)","$95,180/yr"
"Educator","Dorchester School District 2","$39,933/yr"
"Educator - Hourly","Florida Career College","$21/hr"
"Educator - Hourly","Polk County Public School District","$27/hr"
"Educator","Naperville Community Unit School District 203","$61,902/yr"
"Educator - Hourly","Fusion Academy","$32/hr"
"Educator","Stratford School","$53,233/yr"
"Educator","Calcasieu Parish School Board","$57,662/yr"
"Educator - Hourly","Michael Kors","$11/hr"
"Educator","Indiana University Health","$66,372/yr"
"Educator","Lighthouse Academies","$47,319/yr"
"Educator","Lincoln Public Schools - Lincoln, NE","$53,699/yr"
"Educator","Duke University","$71,111/yr"
"Educator","Seaman USD 345","$53,233/yr"
"Educator","Cypress-Fairbanks ISD","$47,221/yr"
"Educator","JCC of Greater Pittsburgh","$25,080/yr"
"Educator - Hourly","Nordstrom","$23/hr"
"Educator - Hourly","Youth In Need","$10/hr"
"Educator","Catholic Academy of West Buffalo","$26,044/yr"
"Educator","AdventHealth Greater Orlando","$43,039/yr"
"Educator","Kern High School District","$78,814/yr"
"Educator - Hourly","The Door","$14/hr"
"Educator","Easton Arts Academy Elementary Charter School","$36,122/yr"
"Educator - Hourly","Department of Marine Resources Maine","$15/hr"
"Educator","Connections Academy","$43,980/yr"
"Educator","IADT","$70,470/yr"
