"Name","Company","State","City","Salary","Location","Url"
"Senior IT Project Manager (E band)","General Dynamics Land Systems","MI","Sterling Heights","$109k-$156k","Sterling Heights, MI","https://www.glassdoor.com/partner/jobListing.htm?pos=1717&ao=491208&s=58&guid=0000016e3fa53a8d8c4f60e84bee2724&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_0644e473&cb=1573025825048&jobListingId=3356726246"
"Skilled Technical Tree Climber/Rigger","Gunnison Tree Specialists","GA","Atlanta","","Atlanta, GA","https://www.glassdoor.com/partner/jobListing.htm?pos=1718&ao=675377&s=58&guid=0000016e3fa53a8d8c4f60e84bee2724&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_2d5115c3&cb=1573025825049&jobListingId=2811243687"
"Senior Mac IT Engineer (East Bay)","Linde Group","CA","Emeryville","$75k-$121k","Emeryville, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=1719&ao=734625&s=58&guid=0000016e3fa53a8d8c4f60e84bee2724&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_944ba173&cb=1573025825050&jobListingId=3070674562"
"Part-Time IT Service Desk Specialist","Assurance Agency Ltd.","IL","Chicago","$17-$27","Chicago, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=1720&ao=743390&s=58&guid=0000016e3fa53a8d8c4f60e84bee2724&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_08720bb1&cb=1573025825051&jobListingId=3404425563"
"MGR-NRSG-LCMC - I C U","Presbyterian Healthcare Services","NM","Ruidoso","","Ruidoso, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=1721&ao=775785&s=58&guid=0000016e3fa53a8d8c4f60e84bee2724&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_f92fff2e&cb=1573025825052&jobListingId=3304841929"
"SYSTEM/APPLICATION ADMINISTRATOR-SENIOR - IT ENTERPRISE DATA WAREHOUSE","Presbyterian Healthcare Services","NM","Albuquerque","$68k-$102k","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=1722&ao=213252&s=58&guid=0000016e3fa53a8d8c4f60e84bee2724&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_95522758&cb=1573025825053&jobListingId=3177449007"
"IT Audit Manager- Assurance & Technology Control Solutions (ATCS)","EisnerAmper","PA","Philadelphia","$88k-$110k","Philadelphia, PA","https://www.glassdoor.com/partner/jobListing.htm?pos=1723&ao=795341&s=58&guid=0000016e3fa53a8d8c4f60e84bee2724&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_336172f8&cb=1573025825054&jobListingId=3224815033"
"IT Senior Network Firewall Engineer (E Band)","General Dynamics Land Systems","MI","Sterling Heights","$103k-$159k","Sterling Heights, MI","https://www.glassdoor.com/partner/jobListing.htm?pos=1724&ao=495984&s=58&guid=0000016e3fa53a8d8c4f60e84bee2724&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_e09c4fc4&cb=1573025825055&jobListingId=3358314196"
"State Tested Nurse Aide","Arcadia Home Care and Staffing","OH","Dayton","","Dayton, OH","https://www.glassdoor.com/partner/jobListing.htm?pos=1725&ao=329160&s=58&guid=0000016e3fa53a8d8c4f60e84bee2724&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_3a47656e&cb=1573025825056&jobListingId=3405724923"
"IT PROJECT MANAGER - CLINICAL DELIVERY SYSTEM","Presbyterian Healthcare Services","NM","Albuquerque","$72k-$106k","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=1726&ao=213252&s=58&guid=0000016e3fa53a8d8c4f60e84bee2724&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_0526ef12&cb=1573025825057&jobListingId=3171469713"
"Senior Network Operation Center Engineer","Assured Information Security","IL","Scott AFB","$73k-$113k","Scott AFB, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=1727&ao=684869&s=58&guid=0000016e3fa53a8d8c4f60e84bee2724&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_ab01c55d&cb=1573025825058&jobListingId=3344240811"
"IT Developer, PLM, Content Creation and Design","Ashley Furniture","WI","Arcadia","","Arcadia, WI","https://www.glassdoor.com/partner/jobListing.htm?pos=1728&ao=467378&s=58&guid=0000016e3fa53a8d8c4f60e84bee2724&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_33ffa593&cb=1573025825059&jobListingId=3321808414"
"Senior Principal HSM Engineer","Tokenvault LLC","CA","San Francisco","","San Francisco, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=1729&ao=752745&s=58&guid=0000016e3fa53a8d8c4f60e84bee2724&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_2c18ecbf&cb=1573025825060&jobListingId=3324226113"
"Senior DevOps Engineer","WB Games New York","MA","Needham Heights","","Needham Heights, MA","https://www.glassdoor.com/partner/jobListing.htm?pos=1730&ao=762291&s=58&guid=0000016e3fa53a8d8c4f60e84bee2724&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_ece8c58a&cb=1573025825061&jobListingId=3336420756"
"IT Business Analyst I","Texas A&M University","TX","College Station","$38k-$57k","College Station, TX","https://www.glassdoor.com/partner/jobListing.htm?pos=1801&ao=622640&s=149&guid=0000016e3fa546a68b476571be309081&src=GD_JOB_AD&t=SRFJ&extid=4&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_b3a989e0&cb=1573025828146&jobListingId=3406900428"
"Service Desk Support Specialist","Shellpoint Mortgage Servicing","AZ","Tempe","$15-$23","Tempe, AZ","https://www.glassdoor.com/partner/jobListing.htm?pos=1802&ao=771643&s=149&guid=0000016e3fa546a68b476571be309081&src=GD_JOB_AD&t=SRFJ&extid=4&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_d07a382c&cb=1573025828148&jobListingId=3376258232"
"IT Support/Help Desk Professional","Magnetar Capital","IL","Evanston","$38k-$65k","Evanston, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=1801&ao=804077&s=58&guid=0000016e3fa546a69ac2aa95e7751c13&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_5dad19e8&cb=1573025828149&jobListingId=3328047006"
"Custom Applicator","NEW Cooperative","IA","Pierson","","Pierson, IA","https://www.glassdoor.com/partner/jobListing.htm?pos=1802&ao=674164&s=58&guid=0000016e3fa546a69ac2aa95e7751c13&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_8cfd93b5&cb=1573025828150&jobListingId=3385934311"
"IONM Field Application Specialist","Cadwell Laboratories","FL","De Land","","De Land, FL","https://www.glassdoor.com/partner/jobListing.htm?pos=1803&ao=727689&s=58&guid=0000016e3fa546a69ac2aa95e7751c13&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_851d8c37&cb=1573025828151&jobListingId=3399165413"
"IT Project Manager","Arbonne International, LLC","CA","Irvine","$94k-$144k","Irvine, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=1804&ao=681883&s=58&guid=0000016e3fa546a69ac2aa95e7751c13&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_8b3318fb&cb=1573025828152&jobListingId=3397404263"
"IT SalesForce PM","Mirion","GA","Smyrna","","Smyrna, GA","https://www.glassdoor.com/partner/jobListing.htm?pos=1805&ao=658819&s=58&guid=0000016e3fa546a69ac2aa95e7751c13&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_ea451629&cb=1573025828153&jobListingId=3386237455"
"IT Configuration Administrator (*Verifone)","Denny's","SC","Spartanburg","$11-$19","Spartanburg, SC","https://www.glassdoor.com/partner/jobListing.htm?pos=1806&ao=373693&s=58&guid=0000016e3fa546a69ac2aa95e7751c13&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_924d1cdb&cb=1573025828154&jobListingId=3376174552"
"IT Regulatory Affairs Associate - Corporate & Investment Banking","Santander Bank","NY","New York","$56k-$92k","New York, NY","https://www.glassdoor.com/partner/jobListing.htm?pos=1807&ao=258329&s=58&guid=0000016e3fa546a69ac2aa95e7751c13&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_b9b63d73&cb=1573025828155&jobListingId=3326367554"
"IT Senior Lead - Salesforce","Herman Miller","MI","Zeeland","","Zeeland, MI","https://www.glassdoor.com/partner/jobListing.htm?pos=1808&ao=645734&s=58&guid=0000016e3fa546a69ac2aa95e7751c13&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_cbaed70d&cb=1573025828156&jobListingId=3358815237"
"Door and Window Installer","Odds & Ends Installation Services, Inc","NC","Concord","","Concord, NC","https://www.glassdoor.com/partner/jobListing.htm?pos=1809&ao=810519&s=58&guid=0000016e3fa546a69ac2aa95e7751c13&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_55314655&cb=1573025828157&jobListingId=3405896280"
"IT Technical Support Specialist (Level 2 Support)","Duncan Aviation","NE","Lincoln","$12-$17","Lincoln, NE","https://www.glassdoor.com/partner/jobListing.htm?pos=1810&ao=664331&s=58&guid=0000016e3fa546a69ac2aa95e7751c13&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_ba738289&cb=1573025828158&jobListingId=3378131121"
"System Administrator","VOXX International","NY","Hauppauge","$43k-$81k","Hauppauge, NY","https://www.glassdoor.com/partner/jobListing.htm?pos=1811&ao=656646&s=58&guid=0000016e3fa546a69ac2aa95e7751c13&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_4b2786ee&cb=1573025828159&jobListingId=3399511549"
"Cleaning Specialist","King Maintenance Management","MO","Springfield","","Springfield, MO","https://www.glassdoor.com/partner/jobListing.htm?pos=1812&ao=794171&s=58&guid=0000016e3fa546a69ac2aa95e7751c13&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_0e4d952a&cb=1573025828160&jobListingId=3384905898"
"IT Service Desk Intern","CAS","OH","Columbus","","Columbus, OH","https://www.glassdoor.com/partner/jobListing.htm?pos=1813&ao=794900&s=58&guid=0000016e3fa546a69ac2aa95e7751c13&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_63b6ae39&cb=1573025828161&jobListingId=3382769368"
"Manager, Quality Assurance IT","SAGE Therapeutics","MA","Cambridge","","Cambridge, MA","https://www.glassdoor.com/partner/jobListing.htm?pos=1814&ao=795442&s=58&guid=0000016e3fa546a69ac2aa95e7751c13&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_1cea6274&cb=1573025828162&jobListingId=3323184587"
"Sr. Systems Engineer","HomeBridge Financial Services","NJ","Iselin","$76k-$145k","Iselin, NJ","https://www.glassdoor.com/partner/jobListing.htm?pos=1815&ao=703207&s=58&guid=0000016e3fa546a69ac2aa95e7751c13&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_f7f0baf2&cb=1573025828162&jobListingId=3396045265"
"Senior Lead IT Recruiter","Bank of the West","CA","San Francisco","$58k-$92k","San Francisco, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=1816&ao=558602&s=58&guid=0000016e3fa546a69ac2aa95e7751c13&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_be3a55f9&cb=1573025828163&jobListingId=3383242474"
"Environmental Technician and Driver - Local","Savage Companies","MN","Twin Valley","","Twin Valley, MN","https://www.glassdoor.com/partner/jobListing.htm?pos=1817&ao=367594&s=58&guid=0000016e3fa546a69ac2aa95e7751c13&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_f760c407&cb=1573025828165&jobListingId=3402502204"
"Information Technology Manager - Online Education","Pima Medical Institute","AZ","Tucson","$39k-$67k","Tucson, AZ","https://www.glassdoor.com/partner/jobListing.htm?pos=1818&ao=652457&s=58&guid=0000016e3fa546a69ac2aa95e7751c13&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_0440afa1&cb=1573025828165&jobListingId=3330863970"
"Network Engineer","AMEWAS, Inc.","MD","Patuxent River","$75k-$118k","Patuxent River, MD","https://www.glassdoor.com/partner/jobListing.htm?pos=1819&ao=652076&s=58&guid=0000016e3fa546a69ac2aa95e7751c13&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_34649bc7&cb=1573025828166&jobListingId=2706220399"
"IT Recruiter","Munch Ado","IL","Chicago","$29k-$50k","Chicago, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=1820&ao=800216&s=58&guid=0000016e3fa546a69ac2aa95e7751c13&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_49a4e5e3&cb=1573025828167&jobListingId=3390079139"
"D365 BC & NAV - Functional Support Consultant","Sikich LLP","CA","Glendale","$47k-$71k","Glendale, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=1821&ao=712973&s=58&guid=0000016e3fa546a69ac2aa95e7751c13&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_26c5bcbe&cb=1573025828169&jobListingId=3345233747"
"Sr. IT Control Tester - Corporate & Investment Banking","Santander Bank","NY","New York","","New York, NY","https://www.glassdoor.com/partner/jobListing.htm?pos=1822&ao=258329&s=58&guid=0000016e3fa546a69ac2aa95e7751c13&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_3f639ed9&cb=1573025828170&jobListingId=3363964391"
"Cloud Product Support Consultant","TriNet","NV","Reno","$24k-$38k","Reno, NV","https://www.glassdoor.com/partner/jobListing.htm?pos=1823&ao=460652&s=58&guid=0000016e3fa546a69ac2aa95e7751c13&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_eb30863e&cb=1573025828170&jobListingId=3408782060"
"Systems Developer","Goosehead Insurance","TX","Westlake","","Westlake, TX","https://www.glassdoor.com/partner/jobListing.htm?pos=1824&ao=748379&s=58&guid=0000016e3fa546a69ac2aa95e7751c13&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_d16df326&cb=1573025828171&jobListingId=3322643353"
"Systems Engineer","AEgis Technologies","AL","Huntsville","$44k-$89k","Huntsville, AL","https://www.glassdoor.com/partner/jobListing.htm?pos=1825&ao=712339&s=58&guid=0000016e3fa546a69ac2aa95e7751c13&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_7a29eb20&cb=1573025828172&jobListingId=3379605878"
"Project Advisor II","CO-OP Financial Services","IA","Des Moines","","Des Moines, IA","https://www.glassdoor.com/partner/jobListing.htm?pos=1826&ao=657746&s=58&guid=0000016e3fa546a69ac2aa95e7751c13&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_975acea6&cb=1573025828173&jobListingId=3345133923"
"Solution Architect, IT Security","Skybridge Resources","FL","Miami","","Miami, FL","https://www.glassdoor.com/partner/jobListing.htm?pos=1827&ao=739258&s=58&guid=0000016e3fa546a69ac2aa95e7751c13&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_789ab522&cb=1573025828174&jobListingId=3407037135"
"Technical Support Representative","VXI Global Solutions","GA","College Park","$9-$12","College Park, GA","https://www.glassdoor.com/partner/jobListing.htm?pos=1828&ao=590490&s=58&guid=0000016e3fa546a69ac2aa95e7751c13&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_448a21f2&cb=1573025828175&jobListingId=3293746415"
"Clinical Coordinator Inpatient Rehabilitation","CJW Medical Center","VA","Richmond","$37k-$65k","Richmond, VA","https://www.glassdoor.com/partner/jobListing.htm?pos=1829&ao=806817&s=58&guid=0000016e3fa546a69ac2aa95e7751c13&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_fa6865cd&cb=1573025828176&jobListingId=3374189988"
"IT Project Manager","Tanger Factory Outlet","NC","Greensboro","$62k-$100k","Greensboro, NC","https://www.glassdoor.com/partner/jobListing.htm?pos=1830&ao=723611&s=58&guid=0000016e3fa546a69ac2aa95e7751c13&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_260aba18&cb=1573025828177&jobListingId=3344935817"
"IT Intern","Gensco","WA","Tacoma","","Tacoma, WA","https://www.glassdoor.com/partner/jobListing.htm?pos=1901&ao=720402&s=149&guid=0000016e3fa552cbbed976d6fda8794a&src=GD_JOB_AD&t=SRFJ&extid=4&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_d3fad94e&cb=1573025831295&jobListingId=3359027330"
"IT Operations Specialist","Frontline Source Group","TX","Dallas","","Dallas, TX","https://www.glassdoor.com/partner/jobListing.htm?pos=1902&ao=751637&s=149&guid=0000016e3fa552cbbed976d6fda8794a&src=GD_JOB_AD&t=SRFJ&extid=4&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_63b4f656&cb=1573025831296&jobListingId=3364758832"
"D365 BC & NAV - Functional Support Consultant","Sikich LLP","CA","Glendale","$47k-$71k","Glendale, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=1901&ao=712973&s=58&guid=0000016e3fa552cb96a06b5b08f85b88&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_d9a5c7f6&cb=1573025831297&jobListingId=3345233747"
"Sr. IT Control Tester - Corporate & Investment Banking","Santander Bank","NY","New York","","New York, NY","https://www.glassdoor.com/partner/jobListing.htm?pos=1902&ao=258329&s=58&guid=0000016e3fa552cb96a06b5b08f85b88&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_c003e591&cb=1573025831299&jobListingId=3363964391"
"Cloud Product Support Consultant","TriNet","NV","Reno","$24k-$38k","Reno, NV","https://www.glassdoor.com/partner/jobListing.htm?pos=1903&ao=460652&s=58&guid=0000016e3fa552cb96a06b5b08f85b88&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_1450fd76&cb=1573025831299&jobListingId=3408782060"
"Systems Engineer","AEgis Technologies","AL","Huntsville","$44k-$89k","Huntsville, AL","https://www.glassdoor.com/partner/jobListing.htm?pos=1904&ao=712339&s=58&guid=0000016e3fa552cb96a06b5b08f85b88&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_55279fb8&cb=1573025831301&jobListingId=3379605878"
"Systems Developer","Goosehead Insurance","TX","Westlake","","Westlake, TX","https://www.glassdoor.com/partner/jobListing.htm?pos=1905&ao=748379&s=58&guid=0000016e3fa552cb96a06b5b08f85b88&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_fe6387be&cb=1573025831302&jobListingId=3322643353"
"Project Advisor II","CO-OP Financial Services","IA","Des Moines","","Des Moines, IA","https://www.glassdoor.com/partner/jobListing.htm?pos=1906&ao=657746&s=58&guid=0000016e3fa552cb96a06b5b08f85b88&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_f47c2c9d&cb=1573025831303&jobListingId=3345133923"
"Technical Support Representative","VXI Global Solutions","GA","College Park","$9-$12","College Park, GA","https://www.glassdoor.com/partner/jobListing.htm?pos=1907&ao=590490&s=58&guid=0000016e3fa552cb96a06b5b08f85b88&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_4179c315&cb=1573025831304&jobListingId=3293746415"
"Clinical Coordinator Inpatient Rehabilitation","CJW Medical Center","VA","Richmond","$37k-$65k","Richmond, VA","https://www.glassdoor.com/partner/jobListing.htm?pos=1908&ao=806817&s=58&guid=0000016e3fa552cb96a06b5b08f85b88&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_d5661155&cb=1573025831305&jobListingId=3374189988"
"Solution Architect, IT Security","Skybridge Resources","FL","Miami","","Miami, FL","https://www.glassdoor.com/partner/jobListing.htm?pos=1909&ao=739258&s=58&guid=0000016e3fa552cb96a06b5b08f85b88&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_3141c166&cb=1573025831306&jobListingId=3407037135"
"Network Engineer","Carousel Industries","RI","Warwick","$40k-$65k","Warwick, RI","https://www.glassdoor.com/partner/jobListing.htm?pos=1910&ao=671054&s=58&guid=0000016e3fa552cb96a06b5b08f85b88&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_6db392db&cb=1573025831307&jobListingId=3380865323"
"IT Project Manager","Tanger Factory Outlet","NC","Greensboro","$62k-$100k","Greensboro, NC","https://www.glassdoor.com/partner/jobListing.htm?pos=1911&ao=723611&s=58&guid=0000016e3fa552cb96a06b5b08f85b88&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_0904ce80&cb=1573025831308&jobListingId=3344935817"
"Director, Information Technology Engineering","Global Lending Services","SC","Greenville","$104k-$162k","Greenville, SC","https://www.glassdoor.com/partner/jobListing.htm?pos=1912&ao=795630&s=58&guid=0000016e3fa552cb96a06b5b08f85b88&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_e39334f1&cb=1573025831309&jobListingId=3382537882"
"Systems Engineer-IT / Active Directory/ Apache Tomcat/ MS SQL Server 2008 or higher","Lockheed Martin","AR","Little Rock Air Force Base","$55k-$89k","Little Rock Air Force Base, AR","https://www.glassdoor.com/partner/jobListing.htm?pos=1913&ao=480459&s=58&guid=0000016e3fa552cb96a06b5b08f85b88&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_a70ee7d2&cb=1573025831310&jobListingId=3342752790"
"Quality Assurance IT Analyst","Leukemia & Lymphoma Society","NY","Rye Brook","$47k-$76k","Rye Brook, NY","https://www.glassdoor.com/partner/jobListing.htm?pos=1914&ao=725278&s=58&guid=0000016e3fa552cb96a06b5b08f85b88&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_b1163dd5&cb=1573025831311&jobListingId=3349205403"
"IT Quality Assurance Director","HPOne","CT","Trumbull","$111k-$168k","Trumbull, CT","https://www.glassdoor.com/partner/jobListing.htm?pos=1915&ao=670657&s=58&guid=0000016e3fa552cb96a06b5b08f85b88&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_14f3b29d&cb=1573025831312&jobListingId=3357476529"
"IT QA Specialist","Arbonne International, LLC","CA","Irvine","$43k-$66k","Irvine, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=1916&ao=681887&s=58&guid=0000016e3fa552cb96a06b5b08f85b88&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_ee74579a&cb=1573025831313&jobListingId=3356488434"
"IT Security Intern","Idaho Central Credit Union","ID","Chubbuck","","Chubbuck, ID","https://www.glassdoor.com/partner/jobListing.htm?pos=1917&ao=665735&s=58&guid=0000016e3fa552cb96a06b5b08f85b88&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_d45c3bbf&cb=1573025831314&jobListingId=3393417375"
"IT Vendor Manager","Kindred At Home","GA","Atlanta","$38k-$67k","Atlanta, GA","https://www.glassdoor.com/partner/jobListing.htm?pos=1918&ao=763179&s=58&guid=0000016e3fa552cb96a06b5b08f85b88&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_3b160b72&cb=1573025831315&jobListingId=3383685946"
"DIRECTOR IT CLINICAL APPLICATIONS","Presbyterian Healthcare Services","NM","Albuquerque","$88k-$123k","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=1919&ao=213252&s=58&guid=0000016e3fa552cb96a06b5b08f85b88&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_9e4ce26b&cb=1573025831316&jobListingId=3408414507"
"IT Enterprise Architect (D Band)","General Dynamics Land Systems","MI","Sterling Heights","$121k-$166k","Sterling Heights, MI","https://www.glassdoor.com/partner/jobListing.htm?pos=1920&ao=495984&s=58&guid=0000016e3fa552cb96a06b5b08f85b88&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_f4387127&cb=1573025831317&jobListingId=3363623613"
"IT Software Engineer","OneMain Financial","MD","Baltimore","$73k-$125k","Baltimore, MD","https://www.glassdoor.com/partner/jobListing.htm?pos=1921&ao=748967&s=58&guid=0000016e3fa552cb96a06b5b08f85b88&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_6734d8cf&cb=1573025831318&jobListingId=3205891714"
"IT Project Manager","Cupertino Electric, Inc.","CA","San Jose","$98k-$145k","San Jose, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=1922&ao=793657&s=58&guid=0000016e3fa552cb96a06b5b08f85b88&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_3d6acfc6&cb=1573025831319&jobListingId=3400775253"
"Mortgage Application Support Specialist","Mortgage Center","MI","Southfield","","Southfield, MI","https://www.glassdoor.com/partner/jobListing.htm?pos=1923&ao=729807&s=58&guid=0000016e3fa552cb96a06b5b08f85b88&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&cs=1_14ad96a3&cb=1573025831320&jobListingId=3278067559"
"Senior DevOps Engineer","Swoop","CA","San Francisco","","San Francisco, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=1924&ao=749619&s=58&guid=0000016e3fa552cb96a06b5b08f85b88&src=GD_JOB_AD&t=SR&extid=1&exst=E&ist=L&ast=EL&vt=w&slr=true&ea=1&cs=1_afe1c5c8&cb=1573025831321&jobListingId=3269926755"
