"Company","Rating","Title","Location","Salary"
"Pulse Electronics","4.4","Junior Field Applications Engineer","North East Junction, NY",
"BlueWater Federal Solutions","4.4","Systems Engineer","Fort Polk, LA",
"American Structurepoint","3.4","Sr. Project Engineer","Indianapolis, IN","$70k-$93k"
"DWFritz","3.6","Applications Engineer (Contract)","Wilsonville, OR","$61k-$94k"
"Schaefer Systems","3.7","Software Support Engineer","Inwood, WV",
"Telephonics","2.6","Principal Software Quality Engineer","Farmingdale, NY","$106k-$144k"
"Viral Launch","4.1","Senior DevOps Engineer","Indianapolis, IN",
"Cornerstone Information Systems","4.4",".Net Software Engineer","Bloomington, IN",
"Baton Rouge General","3.6","Desktop System Engineer I","Baton Rouge, LA","$35k-$71k"
"STEINBAUER Engineering & Performance",,"Systems Network Engineer/IT Specialist","Dowagiac, MI",
"Intelligent Medical Objects","4.1","SITE RELIABILITY ENGINEER Consultant (SRE)","Rosemont, IL","$76k-$115k"
"Brinkmann Constructors","4.4","Project Engineer - Experienced (St. Louis)","Chesterfield, MO","$63k-$88k"
"Quicken Loans","3.8","Workday Application Engineer","Detroit, MI","$50k-$77k"
"O'Reilly Automotive","3.2","Remote Site Reliability Engineer","Springfield, MO","$54k-$86k"
"Stratasys Direct Manufacturing","3.7","Quality Engineer - Stratasys Direct","Belton, TX","$46k-$78k"
"DWFritz","3.6","Controls Software Engineer - Bosch","Wilsonville, OR","$89k-$150k"
"Sila Solutions Group","4.6","Software Engineer - C# .Net","Shelton, CT","$57k-$99k"
"Capital One","3.8","Master Data Engineer (Machine Learning Integrations)","McLean, VA","$125k-$167k"
"AppDynamics","4.5","AppD Software Engineer IV - Golang","San Jose, CA","$128k-$205k"
"PCB Piezotronics","3.4","Sensor Assembly and Test Manufacturing Engineer","Sunnyvale, CA","$53k-$79k"
"Micro Focus","3.1","Systems Software Engineer at Vertica","Cambridge, MA","$75k-$109k"
"xScion Solutions","4.4","SailPoint Admin/IAM Engineer","Remote",
"Shearer's Foods","2.9","Sr. Packaging Engineer in Massillon, OH at Shearer's Snacks","Massillon, OH","$57k-$78k"
"PLUMMER","4.0","Professional Engineer","Dallas, TX",
"AMEWAS, Inc.","4.7","Antenna Systems Engineer","Patuxent River, MD","$57k-$106k"
"In-Situ","3.2","Electrical Engineer – Production","Fort Collins, CO",
"Applied Information Sciences","4.4","SharePoint Engineer with Interim Secret Clearance","Washington, DC",
"Linde Group","4.2","Senior Windows IT Engineer (East Bay)","San Francisco, CA","$75k-$121k"
"Moser Consulting","4.5","Senior Software Engineer (Java Developer)","Indianapolis, IN","$85k-$128k"
"Aurora Flight Sciences","4.1","Senior Aircraft Loads Engineer","Manassas, VA",
"ManTech","3.9","CNO QA Engineer Senior","Hanover, MD","$67k-$106k"
"Ampirical Solutions, LLC","4.3","Transmission Line Engineer","Sacramento, CA",
"Ralph L. Wadsworth Construction","3.6","Commercial Construction Engineer Internship","Salt Lake City, UT",
"22nd Century Technologies","3.7","Senior Windows Engineer","Kansas City, MO","$68k-$98k"
"Cobec Consulting","4.7","Systems Engineer, Mid/Senior Level - FAA","Washington, DC","$83k-$158k"
"Workday","3.9","Senior Software Development Engineer - OMS Compute","San Francisco, CA","$136k-$172k"
"accesso","3.0","Software Development Engineer in Test II (SDET)","Lake Mary, FL","$71k-$93k"
"Ellie Mae","3.6","Senior C#/.NET Software Engineer- 190563","El Segundo, CA","$92k-$153k"
"Citizens Bank","3.4","Database Engineer II","Franklin, TN","$69k-$85k"
"Kulicke and Soffa","3.7","Senior Mechanical Systems Engineer","Fort Washington, PA","$63k-$120k"
"Structured Communications","3.6","Senior Unified Communication Engineer (Cisco Focused)","West Opening, MA",
"RenPSG","2.5","Senior Software Quality Engineer","Indianapolis, IN",
"Gale Associates","4.5","Building Enclosure Architect or Engineer","Glastonbury, CT",
"McClure Engineering, Inc.",,"Civil/Environmental Engineer","Charlton, MA",
"ELLISON TECHNOLOGIES, INC.","4.0","CNC Applications Engineer","Fremont, CA","$50k-$77k"
"Cupertino Electric, Inc.","4.2","Project Engineer - Public Works","San Francisco, CA","$60k-$76k"
"Cortland Capital Market Services","2.8","Senior Software Engineer","Chicago, IL","$86k-$144k"
"TQS Integration Ltd","2.4","Lead Pi Engineer - Puerto Rico","San Juan, PR",
"PCI","4.7","(HBA 8761) Sustainment Engineer – Tinker AFB","Oklahoma City, OK",
"StockX","4.1","Senior Software Engineer","Detroit, MI","$90k-$135k"
"Intelligent Medical Objects","4.1","Agile Full Stack Software Engineer","Rosemont, IL","$62k-$108k"
"MyVest","4.5","Senior Software Engineer - Full Stack","San Francisco, CA","$107k-$177k"
"Andiamo Partners","4.3","Software Development Engineer in Test","Newark, NJ",
"Kulicke and Soffa","3.7","Senior Mechanical Engineer","Santa Ana, CA","$68k-$165k"
"TAIT & Associates","4.6","Civil Design Engineer","Loveland, CO","$53k-$71k"
"Propeller Health","4.5","Senior Mobile Engineer, Android","Madison, WI","$76k-$123k"
"Stratasys Direct Manufacturing","3.7","Project Engineer - Aerospace Manufacturing - Stratasys Direct","Valencia, CA","$53k-$74k"
"Check Point Software Technologies","3.5","Security Engineer, Strategic Sales - Charlotte, NC","Charlotte, NC","$84k-$113k"
"SilMan Industries","4.0","Design/Applications Engineer","Bardstown, KY",
"Impetus Technologies","3.7","Senior Software Engineer*","Atlanta, GA","$66k-$114k"
"Ellie Mae","3.6","C#/.NET Software Engineer II- 190220","El Segundo, CA","$83k-$140k"
"Scotts Miracle-Gro","3.9","Process Engineer","Columbus, OH","$45k-$68k"
"Capital One","3.8","Senior Full Stack Software Engineer (Angular)","McLean, VA",
"APEX Analytix","4.1","Software Engineer (Relo to Greensboro, NC Required)","Greensboro, NC","$70k-$125k"
"KIHOMAC","3.5","Senior Quality Engineer","Layton, UT","$65k-$125k"
"Andiamo Partners","4.3","Front-end Software Engineer, InsureTech Innovator","Boston, MA",
"W3Global","4.5","Electrical Engineer I ( Need only Citizens or GC Holders) only local to Colorado","Avon, CO",
"TQS Integration Ltd","2.4","OSI Pi Lead Engineer","Philadelphia, PA",
"Cornerstone Information Systems","4.4","Lead/Senior Data Software Engineer","Bloomington, IN",
"MaxLinear Inc.","2.7","Senior Staff Communications Systems Engineer","Carlsbad, CA","$90k-$167k"
"TEK STAFF USA",,"Senior Mechanical Engineer","Nashville, TN",
"TLC Engineering Solutions","4.7","Senior Mechanical Engineer","Orlando, FL","$115k-$160k"
"Infomatics","4.1","CTR Senior Network Engineer Level III","Washington, DC",
"ELLISON TECHNOLOGIES, INC.","4.0","CNC Field Service Engineer","Cumming, GA","$53k-$75k"
"SmartNews, Inc.","4.6","Staff Software Engineer, Applied Machine Learning","San Francisco, CA",
"Kulicke and Soffa","3.7","C++ Computer Vision Software Engineer","Fort Washington, PA","$61k-$106k"
"Workday","3.9","Senior Software Development Engineer, (AWS/DevOps) Developer Tools","Pleasanton, CA","$132k-$168k"
"Base2 Engineering, LLC","5.0","Computer Software Engineer","Fort Meade, MD",
"Linde Group","4.2","Senior Windows IT Engineer (San Francisco)","San Francisco, CA","$75k-$121k"
"Thryv","2.8","Lead Business Intel Data Warehouse Engineer","Dallas, TX","$93k-$113k"
"MITRE","3.3","Lead/Principal Cyber Security Engineer, Cyber Operations (TS/SCI Polygraph Clearance)","Annapolis Junction, MD","$128k-$167k"
"St. Onge Company","4.6","Mechanical/Systems Engineer - Healthcare","York, PA","$50k-$97k"
"Summit Technical Solutions","3.7","Senior Test & Evaluation Engineer (Navy)","Dahlgren, VA",
"Linde Group","4.2","Senior IT Engineer (Cross-Platform)","San Francisco, CA","$75k-$121k"
"TSYS","3.2","Full Stack Engineer - Digital Innovation Team","Alpharetta, GA",
"Hedera Hashgraph","5.0","Senior Software Engineer","Richardson, TX",
"Memorial Health System","3.9","Windows System Engineer I","Springfield, IL","$34k-$70k"
"BCC Engineering","3.9","Panama City - Roadway Project Engineer","Panama City, FL","$80k-$110k"
"AppDynamics","4.5","AppD Senior Sales Engineer - Salt Lake City","Utah",
"Next Century","4.9","Systems Engineer","Annapolis Junction, MD","$70k-$136k"
"SK hynix America","3.5","SSD Reliability Software QA Engineer Lead (Staff/Sr.Staff)","San Jose, CA","$108k-$147k"
"RFI Communications & Security Systems","3.9","Application Engineer - Security","San Jose, CA","$85k-$127k"
"Andiamo Partners","4.3","Software Engineer for Quantitative Insurance Platform (Any OO) - Systematic Hedge Fund","New York, NY",
"Liberty Mutual Insurance","5.0","Principal Investment Data Integration Engineer","Boston, MA",
"Neudesic","4.2","Senior DevOps Engineer","Dallas, TX","$93k-$122k"
"Andiamo Partners","4.3","Software Engineer - Platform Team - Systematic Hedge Fund","Houston, TX",
"Presbyterian Healthcare Services","3.2","TEST ENGINEER-INTERMEDIATE - CARE MANAGER OPERATIONS","Albuquerque, NM","$51k-$76k"
"Andiamo Partners","4.3","Site Reliability Engineer for Disruptive Travel Ecommerce","Boston, MA",
"Andiamo Partners","4.3","Full-Stack Software Engineer, Machine Learning Platform for Leading Cloud Data PaaS","Austin, TX",
"Hire Resolve","3.1","Senior Civil Engineer (Land Development)","Phoenix, AZ",
"Patelco Credit Union","3.6","Manager, Facilities Engineer","Pleasanton, CA","$48k-$97k"
"Kateeva","3.3","Sr. Mechanical Engineer (Electrical Cabinets & Racks)","United States",
"Andiamo Partners","4.3","Software Development Engineer in Test (SDET), Hedge Fund","New York, NY",
"BCC Engineering","3.9","Fort Lauderdale - Lead Drainage Engineer","Fort Lauderdale, FL","$90k-$110k"
"Andiamo Partners","4.3","Consultant - Senior C++ Engineer (Feeds), Leading FinTech PaaS","New York, NY",
"SmartNews, Inc.","4.6","Staff Software Engineer, AI Infrastructure","San Francisco, CA",
"Presbyterian Healthcare Services","3.2","TEST ENGINEER-SENIOR - CARE MANAGER OPERATIONS","Albuquerque, NM","$53k-$78k"
"Tsymmetry, Inc.","4.1","Senior DevOps Engineer *MUST BE ABLE TO OBTAIN A DHS SUITABILITY CLEARANCE*","Alexandria, VA",
"CollabraSpace, Inc.","5.0","Principal Software Engineer (Clearance Required)","Annapolis Junction, MD","$159k-$261k"
"Andiamo Partners","4.3","Senior Front End Engineer at Top E-Commerce Website","Hoboken, NJ",
"Stoneridge Software","4.9","Dynamics NAV - Senior Solution Engineer","Chicago, IL",
"Andiamo Partners","4.3","Senior Full Stack Engineer, AI Innovation Startup","Oakland, CA",
"Andiamo Partners","4.3","Consultant, Senior Python Engineer (Enterprise Controls), Leading FinTech PaaS","New York, NY",
"CAS","2.9","Software Engineer- Operation Lead","Columbus, OH","$94k-$159k"
"G.W. Lisk Company","3.8","Sr. Aerospace Valve Design Engineer","Clifton Springs, NY","$66k-$87k"
"Andiamo Partners","4.3","Senior Backend Engineer for Leading E-Commerce Website","Hoboken, NJ",
"My Job Tank","3.0","Software Engineer (Security Clearance Required)","San Diego, CA",
"General Dynamics Electric Boat","3.0","Integrated Discrimination Team / Countermeasures Analyst - Engineer Principal","Huntsville, AL","$92k-$100k"
"Andiamo Partners","4.3","Machine Learning Engineer for #1 Auto Ecommerce","Cambridge, MA",
"Capital One","3.8","Senior Full Stack Software Engineer","McLean, VA","$85k-$133k"
"ManTech","3.9","Lead Systems Engineer","El Segundo, CA","$101k-$185k"
"ManTech","3.9","Network/Systems Engineer","Herndon, VA","$66k-$123k"
"CollabraSpace, Inc.","5.0","Junior Software Engineer (Clearance Required)","Annapolis Junction, MD","$82k-$140k"
"Johns Hopkins Applied Physics Laboratory (APL)","4.5","Radar Signal Processing Engineer","Laurel, MD","$82k-$143k"
"T2 Biosystems","3.3","Software Quality Engineer","Lexington, MA","$55k-$77k"
"CareKinesis","4.4","Software Engineer II - EOM","Mount Pleasant, SC",
"Memorial Health System","3.9","Network Engineer II","Springfield, IL","$38k-$62k"
"BrainTrust Holdings","4.7","Software Engineer, Level 2","Annapolis Junction, MD",
"Vungle","3.8","Staff Software Engineer - Full Stack","San Francisco, CA","$154k-$251k"
"Johns Hopkins University Applied Physics Laboratory","4.5","Communication Systems Engineer","Austin, TX","$82k-$149k"
"Buildit at Wipro Digital","3.2","Platform Engineer - Devops, Cloud, AWS","New York, NY",
"Kateeva","3.3","Staff Mechanical Engineer -Print Heads","Newark, CA",
"Workday","3.9","Senior Software Engineer - Customer Deployment Tools","Pleasanton, CA","$117k-$185k"
"W3Global","4.5","Industrial Controls Engineer","Birmingham, AL",
"Dell","4.0","Associate Systems Engineer 1 (GSAP)","Conshohocken, PA","$58k-$109k"
"ManTech","3.9","Electrical Design Engineer","Saint Inigoes, MD","$60k-$83k"
"Practice Fusion","4.3","Sr. Software Engineer .Net","San Francisco, CA","$122k-$200k"
"Pulse Electronics","4.4","Field Application Engineer","San Jose, CA","$52k-$82k"
"Workday","3.9","Software Development Engineer III - Enterprise Common Components","Pleasanton, CA","$119k-$152k"
"S&P GLOBAL MARKET INTELLIGENCE","3.5","Lead Release Engineer","Charlottesville, VA","$93k-$126k"
"Smithville Telephone Company","3.8","OUTSIDE PLANT ENGINEER","Ellettsville, IN","$69k-$99k"
"Wells Manufacturing","4.0","Manufacturing Engineer / CNC Programmer","Houston, TX",
"Logan Aluminum","4.5","Electrical Engineer","Russellville, KY",
"ManTech","3.9","LV Systems Engineer II","Stafford, VA","$67k-$123k"
"EverString","4.0","Senior Software Engineer, Big Data Systems","San Mateo, CA","$119k-$196k"
"Liberty Mutual Insurance","3.3","Mac Engineer/Administrator","Portsmouth, NH",
"Caltrol","2.9","Systems Service Engineer II","Chandler, AZ","$57k-$82k"
"Workday","3.9","Machine Learning - Principal Software Development Engineer","Pleasanton, CA","$119k-$155k"
"Johns Hopkins Applied Physics Laboratory (APL)","4.5","Prototype Software Engineer","Laurel, MD","$75k-$128k"
"Weber Metals","4.3","Quality Engineer II","Paramount, CA","$49k-$76k"
"Uber","4.1","Backend Engineer, Airspace Platforms - Uber Elevate","Palo Alto, CA","$85k-$106k"
"DWFritz","3.6","Controls Software Engineer (Contract)","Wilsonville, OR","$89k-$150k"
"RetailMeNot","4.0","Senior DevOps Engineer","Austin, TX","$120k-$157k"
"Liberty Mutual Insurance","3.3","Mac System Administrator / Engineer","Portsmouth, NH","$66k-$120k"
"CHRISTUS Health","3.4","Performance Improvement Engineer II","San Antonio, TX",
"S&P Global Ratings","3.1","Lead I, Software Development/Engineer","New York, NY","$151k-$213k"
"Aurora Flight Sciences","4.1","Senior Model-Based Systems Engineer","Cambridge, MA","$95k-$170k"
"Anton Paar USA","3.8","Field Service Engineer","Boynton Beach, FL","$43k-$62k"
"FREEDOM CONSULTING GROUP","4.5","Test Engineer (06-10)","Annapolis Junction, MD",
"Reinventing Geospatial Inc.","4.7","DevOps Engineer","Springfield, VA","$98k-$131k"
"VENTURE.co","5.0","Senior Software Engineer","Burlington, VT","$80k-$110k"
"Broadridge","3.6","Software Engineer (Java)","Coppell, TX","$56k-$98k"
"Visa Inc.","3.6","Full Stack Staff Software Engineer- Data Product Development","Palo Alto, CA","$87k-$117k"
"AMEWAS, Inc.","4.7","RCS Engineer","Patuxent River, MD",
"Network Security Systems Plus","2.8","Infrastructure and Security Engineer","Atlanta, GA","$69k-$95k"
"Sallie Mae","3.3","DevOps System Engineer II","Indianapolis, IN","$49k-$98k"
"SADA","4.6","Deployment Engineer, Google Apps","New York, NY",
"ManTech","3.9","Journeyman Cyber Security Systems Engineer/Analyst","Dahlgren, VA",
"PCI","4.7","Software Engineer 1 (SWE1)","Fort Meade, MD","$87k-$146k"
"DTE Energy","4.0","Senior Engineer - Nuclear (Strategic Electrical/I&C)","Newport, MI","$67k-$93k"
"Plus3 IT Systems","4.8","Senior Systems Engineer","Chantilly, VA",
"Brinkmann Constructors","4.4","Project Engineer - Internship & Co-op","United States",
"Symantec","3.6","Principal Software Engineer Consumer Labs","Culver City, CA","$108k-$164k"
"WebPT","4.2","Sr. Database Engineer- PostgreSQL","Westminster, CO","$93k-$113k"
"ManTech","3.9","LAN/WAN Engineer, Senior","Marshall, WV",
"XL Construction","4.6","Project Engineer (SF Bay","Milpitas, CA","$62k-$79k"
"Traylor Bros., Inc.","4.1","Spring 2020 Engineer Intern/Co-op - Underground Construction and Tunneling","United States",
"Atara Biotherapeutics, Inc.","3.3","Process Development Scientist / Engineer, Cell Therapy","Thousand Oaks, CA",
"SK hynix America","3.5","Intern_Signal Integrity / Power Integrity Engineer","San Jose, CA",
"Peter Basso Associates","3.4","Plumbing Designer/Engineer","Troy, MI","$45k-$59k"
"St. Onge Company","4.6","Senior Industrial Engineer","York, PA","$73k-$101k"
"Uber","4.1","Frontend Engineer, Airspace Products - Uber Elevate","San Francisco, CA","$132k-$166k"
"United Airlines","4.0","Senior Engineer - IP Camera, VMS, PACS IOE","Chicago, IL",
"Westwood Professional Services","4.3","Project Engineer II","Phoenix, AZ","$67k-$90k"
"Cupertino Electric, Inc.","4.2","Project Engineer - SJ Div","San Jose, CA","$61k-$78k"
"BlueWater Federal Solutions","4.4","Sr Network Engineer","Washington, DC",
"Pushpay","4.0","Software Engineer (JavaScript / Web / Mobile)","Redmond, WA",
"GEI Consultants Inc","4.3","Process-Mechanical Engineer","Green Bay, WI","$49k-$118k"
"ManTech","3.9","Software Engineer, Senior Principal","Hanover, MD","$86k-$145k"
"CollabraSpace, Inc.","5.0","Test Engineer (Clearance Required)","Annapolis Junction, MD","$73k-$99k"
"McNeill Hotel Company","4.1","Dual Chief Engineer","Athens, GA",
"Bridg","3.0","Sr. Data Engineer | Big Data SaaS Pipeline","Los Angeles, CA","$121k-$160k"
"Harris & Associates","3.3","City of Los Angeles Fee Deposit/ Project Manager/Plan Check Engineer","Irvine, CA","$113k-$152k"
"BlueWater Federal Solutions","4.4","Sr Systems Engineer","Washington, DC",
"Contech Engineered Solutions","3.3","Stormwater Design Engineer","Cincinnati, OH","$47k-$67k"
"DTE Energy","4.0","Senior Engineer - Nuclear (Design Electrical/I&C)","Newport, MI","$84k-$109k"
"ManTech","3.9","Senior Principal Systems Engineer","Washington, DC","$82k-$149k"
"General Dynamics Electric Boat","3.0","Engineer II - Comm Systems","Groton, CT",
"Neudesic","4.2","Senior Data Engineer - Google Cloud Platform","United States",
"Leggett & Platt","3.5","Electronics Engineer - Hardware","Detroit, MI","$51k-$77k"
"DoorDash","4.0","Motion Planning Engineer","San Francisco, CA","$69k-$99k"
"Citrix","3.8","Cloud Core Engineer (CCE) - Cloud Release (CI/CD)","Fort Lauderdale, FL",
"Healthesystems","3.1","IT Services Engineer, Senior-Database Administrator","Tempe, AZ","$54k-$76k"
"Guidebook","4.0","Android Software Engineer","San Francisco, CA","$74k-$126k"
"General Dynamics Electric Boat","3.0","Integrated Discrimination Team / Engineer I","Huntsville, AL",
"SK hynix America","3.5","Dual Port Firmware Engineer","San Jose, CA","$86k-$121k"
"Da Communications",,"Principle Mechanical Engineer - Medical Devices","Research Triangle Park, NC","$85k-$125k"
"ManTech","3.9","Systems Engineer, Senior Principal","Chantilly, VA","$88k-$159k"
"ManTech","3.9","System Engineer / Analyst Program Management Support","Virginia Beach, VA","$59k-$83k"
"SCS Engineers","4.1","Controls Engineer/Project Manager","Lancaster, PA",
"Liberty Mutual Insurance","3.3","Principal/Senior Engineer - Digital Lead Management","Boston, MA",
"Northern Tool + Equipment","3.8","Senior Systems Engineer - Linux","Burnsville, MN","$63k-$124k"
"Hart & Hickman","4.0","Senior Environmental Engineer or Geologist 8 to 15+ years","Charlotte, NC",
"Coinbase","4.3","Senior Software Engineer, Enterprise Applications","San Francisco, CA","$118k-$193k"
"Aurora Flight Sciences","4.1","Sr. Perception Engineer","Cambridge, MA",
"CHRISTUS Health","3.4","Audiovisual Systems Engineer","Irving, TX","$50k-$100k"
"CareKinesis","4.4","Software Engineer II - EireneRx","Mount Pleasant, SC",
"Visa Inc.","3.6","Lead Full Stack Engineer- Data Product Development","Palo Alto, CA","$133k-$177k"
"Dell","4.0","Mechanical Engineer","Round Rock, TX","$51k-$130k"
"Leggett & Platt","3.5","Electronics Engineer - Software","Detroit, MI","$45k-$69k"
"Double Good","4.2","Senior Software Engineer","Chicago, IL",
"Kencast","4.0","Senior DevOps Engineer","Norwalk, CT","$85k-$114k"
"Workday","3.9","Senior Software Development Engineer - Cloud Orchestration","Pleasanton, CA","$136k-$172k"
"Kulicke and Soffa","3.7","Senior C++ Software Systems Engineer","Fort Washington, PA","$64k-$121k"
"General Dynamics Electric Boat","3.0","Integrated Discrimination Team / Countermeasures Analyst - Engineer I","Huntsville, AL","$56k-$77k"
"AppDynamics","4.5","AppD Software Engineer II, Serverless Monitoring","San Francisco, CA","$114k-$180k"
"Software Engineering Institute","2.7","Associate Cybersecurity Engineer","Pittsburgh, PA","$60k-$80k"
"NIKA Solutions","3.2","Sr. Fire Protection Engineer, P.E.","San Antonio, TX",
"Peraton","3.4","Mobile Android Software Engineer (Active TS/SCI w/Polygraph Security Clearance Required to Start)","Fort Meade, MD","$80k-$139k"
"2nd Watch, Inc.","4.1","Sr. DevOps Engineer","New York State",
"Whitney, Bradley and Brown","4.2","B-52 Weapon System Trainer System Engineer","Dayton, OH","$63k-$123k"
"H2M","4.0","Senior Project Fire Protection Engineer","Melville, NY",
"CHRISTUS Health","3.4","MS Infrastructure Engineer I","Irving, TX","$61k-$90k"
"Aurora Flight Sciences","4.1","Sr. Autonomy Engineer","Cambridge, MA",
"MyVest","4.5","Senior Software Engineer - Back End","San Francisco, CA","$107k-$177k"
"NECI","4.1","Senior MES Engineer","Mansfield, MA",
"Workday","3.9","Sr. Software Development Engineer - Platform Services","Pleasanton, CA","$130k-$165k"
"PrincePerelson & Associates","5.0","Product Development Engineer","Idaho Falls, ID","$50k-$68k"
"Vlocity","4.4","Health Insurance Presales Solution Engineer","Boston, MA","$71k-$105k"
"SK hynix America","3.5","Software Engineer - Storage Systems Software","San Jose, CA","$80k-$135k"
"Movoto","4.2","Lead DevOps Engineer","San Mateo, CA","$143k-$187k"
"ManTech","3.9","Configuration Management Audit Engineer, Senior Level","Colorado Springs, CO",
"Harris & Associates","3.3","Utility Coordinator / Right of Way Engineer","Fresno, CA",
"Intertech (Minnesota)","4.9",".Net Software Engineer","Eagan, MN","$61k-$106k"
"DWFritz","3.6","Sr. Controls Software Engineer","Wilsonville, OR","$108k-$178k"
"ConnectiveRx","2.9","Sr. Engineer, Application Development (AWS, Python & Node, EDW)","Whippany, NJ","$87k-$161k"
"NECI","4.1","Senior Systems Engineer - Site Support Lead","Mansfield, MA","$72k-$139k"
"2nd Watch, Inc.","4.1","Lead DevOps Engineer, Cloud","United States",
"Delek US","3.0","Senior Process Safety Management (PSM) Engineer","Krotz Springs, LA","$56k-$82k"
"WorkStride","4.6","Senior Software Engineer","New York, NY",
"CareKinesis","4.4","Software Engineer II - MWA","Mount Pleasant, SC",
"Schaefer Systems","3.7","Controls Support Engineer","New Boston, MI","$40k-$63k"
"TAIT & Associates","4.6","Civil Project Engineer","Loveland, CO","$51k-$69k"
"BrainTrust Holdings","4.7","System Engineer Skill Level 3","Annapolis Junction, MD",
"BrainTrust Holdings","4.7","System Engineer Skill Level 2","Annapolis Junction, MD",
"ManTech","3.9","Software Integration Test Engineer, Senior / Lead","Aberdeen Proving Ground, MD","$66k-$89k"
"PCI","4.7","(HBG 8661) Systems Engineer III – Hanscom AFB","Bedford, MA","$71k-$137k"
"MITRE","3.3","Senior Cyber Security Engineer, Cyber Operations (TS/SCI Polygraph Clearance)","Annapolis Junction, MD","$100k-$132k"
"Dynamic Computing Services","4.7","Informatica / MDM Database Engineer","Yonkers, NY",
"ManTech","3.9","Software Operational Test & Evaluation Engineer, Senior","Colorado Springs, CO","$80k-$112k"
"NECI","4.1","Senior Systems Engineer - Emerging Life Science","Mansfield, MA","$72k-$138k"
"AppDynamics","4.5","AppD Software Engineer II, APM","San Francisco, CA","$126k-$197k"
"Western Digital","3.5","Senior Reliability Engineer","Milpitas, CA","$97k-$130k"
"General Dynamics Electric Boat","3.0","Principal Engineer - Systems","New London, CT",
"Auburn University","4.3","Specialist III/IV/V, Information Technology (Technical Lead/Systems Engineer)","Auburn University, AL","$69k-$135k"
"CHRISTUS Health","3.4","Server Engineer II","San Antonio, TX","$59k-$86k"
"PCH International","4.3","Senior Mechanical Design Engineer - Technical Lead","San Francisco, CA","$111k-$155k"
"ManTech","3.9","Senior Vulnerability Engineer","Chantilly, VA",
"Starcity","5.0","Senior Full Stack Engineer","San Francisco, CA",
"United Shore","3.5","Team Leader, Building Engineer","Pontiac, MI",
"CollabraSpace, Inc.","5.0","Mid-Software Engineer (Clearance Required)","Annapolis Junction, MD","$127k-$209k"
"General Dynamics Electric Boat","3.0","Engineer I - Systems Main Propulsion Drive","New London, CT","$68k-$91k"
"General Dynamics Electric Boat","3.0","VIRGINIA Class Electrical Auxiliary Systems Engineer","New London, CT","$48k-$92k"
"Insight Enterprises, Inc.","4.2","Senior DevOps Engineer","Watertown, MA","$97k-$129k"
"Northwestern Mutual","3.8","Sr Software Engineer, Financial Algorithm","New York, NY","$87k-$146k"
"Software Engineering Institute","2.7","Associate Software Engineer - Static Analysis","Arlington, VA","$60k-$103k"
"Liberty Mutual Insurance","3.3","Solutions Engineer - Service Platform, Direct Service & Claims","Boston, MA",
"SE2","3.4","Senior Software Engineer","Topeka, KS","$74k-$126k"
"CollabraSpace, Inc.","5.0","Senior Software Engineer (Clearance Required)","Annapolis Junction, MD","$141k-$231k"
"Summit Technical Solutions","3.7","SATCOM Sr. Systems Engineer","Colorado Springs, CO",
"Ampirical Solutions, LLC","4.3","Sr. Electrical Engineer - Relay Protection & Controls","Mandeville, LA","$89k-$132k"
"General Dynamics Electric Boat","3.0","Hydraulic Fluid Systems Engineer, Senior","New London, CT",
"Act-On Software","2.7","Sr. Software Engineer Legacy J2EE Support and Development","Portland, OR","$95k-$157k"
"CollabraSpace, Inc.","5.0","Cloud Software Engineer (Clearance Required)","Annapolis Junction, MD","$121k-$200k"
"ManTech","3.9","CNO Sys/Network Engineer, Sr Princ","Herndon, VA","$106k-$163k"
"CareKinesis","4.4","Senior Software Engineer - Medication Decision Support","Mount Pleasant, SC",
"Mobileum","3.6","Senior Software Engineer – PSO / Technical Lead – PSO (Dallas/Seattle)","Dallas, TX","$120k-$204k"
"Koury Engineering & Testing",,"Senior Geotechnical Engineer","Chino, CA",
"22nd Century Staffing","4.4","EMC/Nimble SAN storage Server Engineer","Columbus, OH",
"WR Systems","3.8","Sr. HF System Engineer/Scientist","Chesapeake, VA","$62k-$117k"
"CareKinesis","4.4","Senior Software Engineer II - EireneRx","Mount Pleasant, SC",
"MathWorks","4.3","Software Engineer in Test - Web Site Quality Program","Natick, MA","$87k-$117k"
"Capital One","3.8","Software Engineer | Java","Plano, TX","$84k-$131k"
"AppDynamics","4.5","AppD Site Reliability Engineer - Security","San Francisco, CA","$78k-$115k"
"General Dynamics Electric Boat","3.0","Engineer I - Acoustics","New London, CT","$46k-$72k"
"General Dynamics Electric Boat","3.0","Engineer II - Acoustics","New London, CT","$51k-$80k"
"Allegacy Federal Credit Union","3.3","Network Engineer III","Winston-Salem, NC","$45k-$73k"
"SolarEdge Technologies Inc.","4.1","Energy Storage System Sales Engineer","California",
"ClearEdge IT Solutions","4.1","Software Engineer - DevOps","Annapolis Junction, MD","$93k-$155k"
"Conductor","4.6","Back-End Software Engineer","New York, NY","$93k-$154k"
"ManTech","3.9","Cyber Defense Network Security Engineer","Herndon, VA","$108k-$167k"
"Moveworks","5.0","Software Engineer, Search Infrastructure (SF and Mountain View)","Mountain View, CA",
"AppDynamics","4.5","AppD Software Engineer IV, Ruby","San Francisco, CA","$129k-$203k"
"Practice Fusion","4.3","Expert Software Engineer, .NET","San Francisco, CA","$109k-$180k"
"Revature","3.7","Software Engineer Training Program","New York, NY","$50k-$87k"
"North American Lighting","4.0","Tooling Engineer - II","Paris, IL",
