"Company","Rating","Title","Location","Salary"
"Yelp","3.1","Content Marketing Manager","San Francisco, CA","$90k-$133k"
"Acorn Legal Solutions","5.0","Business Development Manager","Chicago, IL",
"Glassdoor","4.1","Senior Product Marketing Manager, Consumer","Mill Valley, CA",
"Shelton-Cook Real Estate Services","3.7","Community Manager- Landmark","Coolidge, AZ","$38k-$59k"
"DoubleVerify","3.5","Product Marketing Manager","New York, NY","$81k-$122k"
"Shelton-Cook Real Estate Services","3.7","Community Manager- Rancho Montanas","Phoenix, AZ","$38k-$59k"
"ThreatQuotient","4.8","Product Manager","Mount Airy, MD",
"LogRocket","5.0","Event Marketing Manager","Boston, MA",
"Micro Focus","3.1","Vertica Senior Product Marketing Manager","Cambridge, MA","$85k-$118k"
"Genentech","3.9","Sourcing Manager - Marketing & Sales, Advertising and Production","South San Francisco, CA",
"Tabula Rasa HealthCare, Inc","4.4","Marketing Manager","Tucson, AZ","$44k-$68k"
"Hiscox","4.2","Portfolio Change Manager, Marketing","Atlanta, GA","$80k-$120k"
"Verb Surgical","3.5","Marketing Manager","Mountain View, CA","$78k-$117k"
"Western Digital","3.5","Product Marketing Manager","Milpitas, CA","$113k-$155k"
"Seek Business Capital","4.9","Director of Marketing","Los Angeles, CA","$56k-$108k"
"Uplift Family Services","3.3","Communications Manager","Sacramento, CA","$42k-$76k"
"Genentech","3.9","Senior Marketing Manager VENCLEXTA, Acute Myeloid Leukemia (AML)","South San Francisco, CA","$143k-$204k"
"RevTrax","4.8","Demand Generation Marketing Director (MarTech & Data)","New York, NY","$80k-$121k"
"Coinbase","4.3","Group Product Marketing Manager, Custody","San Francisco, CA","$102k-$145k"
"Latcha+Associates","3.8","Adobe CRM Platform Manager","Newport Beach, CA",
"Chestnut Hill Realty","4.2","Property Manager","Cambridge, MA","$44k-$70k"
"NeuroLogica","2.1","Corporate Federal Accounts Manager","Chicago, IL",
"Rave Mobile Safety","4.6","Product Marketing Manager","Framingham, MA","$88k-$122k"
"ForgeRock","4.0","Senior Field Marketing Manager","San Francisco, CA","$117k-$184k"
"Broadridge","3.6","Manager, Marketing","New York, NY","$60k-$92k"
"GoGuardian","4.3","Performance Marketing Manager","El Segundo, CA","$51k-$78k"
"TSYS","3.2","Strategic Account Analytics Manager","San Mateo, CA","$92k-$124k"
"MA Laboratories","3.0","Account Manager","Glendale Heights, IL",
"Tower Hill Insurance Group, LLC","3.1","Marketing Manager","Gainesville, FL","$36k-$55k"
"Pantheon","4.4","Product Marketing Manager","San Francisco, CA","$96k-$134k"
"Intercom","4.0","Acquisition Marketing Manager","San Francisco, CA","$84k-$125k"
"EmpRes Healthcare Management","2.8","Admissions & Marketing Director","Bellingham, WA","$47k-$81k"
"Calypso Technology","3.3","Senior Marketing Manager","New York, NY","$155k-$218k"
"Champaign Elite Marketing","5.0","Marketing - Promotions Representative","Champaign, IL",
"Pushpay","4.0","Senior Manager - Product Marketing","Redmond, WA",
"Conductor","4.6","SEO Success Manager","San Francisco, CA",
"Shive-Hattery","4.0","Marketing Coordinator","Time, IL",
"New Age Marketing","3.9","Junior Marketing Manager","Charlotte, NC","$72k-$104k"
"Acceleration Partners","4.9","Associate/Senior Associate, Affiliate Marketing","Chicago, IL",
"Sallie Mae","3.3","Senior Marketing Manager - Credit Card","Newark, DE","$84k-$125k"
"T-System","3.3","Product Manager","Dallas, TX","$70k-$108k"
"Modernize","4.2","Marketing Automation Manager","Austin, TX",
"Fitbit","3.2","Product Marketing Manager-Consumer Services & Mobile App","San Francisco, CA","$85k-$118k"
"Revantage Corporate Services","3.7","Digital Marketing Manager","Seattle, WA",
"Risk Management Solutions (RMS)","3.6","Senior Digital Marketing Manager","Newark, CA","$113k-$175k"
"Workiva Inc.","3.8","Senior Product Marketing Manager","Denver, CO","$75k-$104k"
"Terakeet","4.8","SEO Manager","Syracuse, NY","$48k-$82k"
"Intercom","4.0","Digital Marketing and Growth Manager, Paid Social and Display","San Francisco, CA","$86k-$135k"
"CarGurus","4.3","Brand Marketing Manager","Cambridge, MA","$58k-$88k"
"Rad Power Bikes","4.3","Email Marketing Manager","Seattle, WA",
"TEAM Clinics",,"Telemedicine Clinic Account Manager","Oklahoma City, OK",
"Chestnut Hill Realty","4.2","Property Manager, Cambridge Portfolio","Cambridge, MA","$44k-$70k"
"8x8","4.2","Field Marketing Manager - Channels","Charlotte, NC","$52k-$86k"
"Reputation.com","4.4","Product Marketing Manager (Webinars)","Chicago, IL","$48k-$74k"
"CHRISTUS Health","3.4","Manager Practice I","Beaumont, TX","$45k-$73k"
"Flex","3.7","Integrated Marketing Campaigns Manager","Austin, TX","$39k-$67k"
"EnterpriseDB","3.5","Senior Partner Marketing Manager","Remote",
"MathWorks","4.3","Field Marketing Manager - Account Based Marketing (ABM)","Natick, MA","$64k-$105k"
"One Point","5.0","Product Marketing Manager","San Francisco, CA",
"FPI Management","4.1","Assistant Community Director / Assistant Property Manager","Thornton, CO","$40k-$68k"
"Procore Technologies","4.2","Senior Product Marketing Manager","Carpinteria, CA","$76k-$104k"
"TSYS","3.2","Strategic Account Relationship Manager","San Mateo, CA",
"Civitas Senior Living","4.3","Regional Director of Sales and Marketing - Senior Living","Houston, TX","$31-$56"
"Classic Concepts, Inc.","2.6","Digital Marketing Specialist","Vernon, CA",
"Mailgun Technologies","4.8","Product Manager, Integrations and Partnerships","San Antonio, TX",
"Genentech","3.9","Senior Marketing Manager VENCLEXTA, Chronic Lymphocytic Leukemia (CLL)","South San Francisco, CA","$143k-$204k"
"Vertafore","2.4","Product Marketing Manager","Denver, CO","$62k-$87k"
"Cascade Management","3.5","Roving Community Manager","Tigard, OR","$28k-$46k"
"FPI Management","4.1","Community Manager","Sacramento, CA","$36k-$55k"
"TMP WORLDWIDE","3.7","Account Director - Digital Advertising","Philadelphia, PA",
"Monotype","3.5","Sr. Product Marketing Manager","Woburn, MA","$121k-$164k"
"Algorithmia","4.4","Sr Product Marketing Manager","Seattle, WA",
"Sally Beauty Holdings","2.6","Manager of Integrated Marketing","Denton, TX","$59k-$91k"
"Pharmavite","3.0","Digital Marketing Manager","West Hills, CA","$81k-$128k"
"GCP Applied Technologies","3.4","Global Marketing Manager, Verifi","Cambridge, MA","$110k-$145k"
"Intercom","4.0","Lifecycle Marketing Manager, Account Based Marketing (ABM)","San Francisco, CA","$73k-$110k"
"Bridge Partners","3.9","Product Marketing Manager","Bellevue, WA","$183k-$261k"
"SeraCare Life Sciences","2.6","Senior Product Marketing Manager Clinical Diagnostics","Cumberland Foreside, ME","$68k-$98k"
"North American Lighting","4.0","Account Manager","Farmington Hills, MI",
"Universal Windows Direct","4.3","Event Manager","Charlotte, NC","$27k-$43k"
"Telecom Brokerage","4.6","Channel Manager, Cloud","Chicago, IL","$70k-$80k"
"KIBO","3.8","Senior Product Marketing Manager","San Diego, CA","$84k-$115k"
"International Fellowship of Christians and Jews","3.2","Email Marketing Associate","Chicago, IL",
"EZ Texting","4.1","Sr Product Marketing Manager","Austin, TX",
"AppsFlyer","4.5","Senior Product Marketing Manager, NA","San Francisco, CA","$133k-$179k"
"EandM","4.5","EandM Account Manager","Seattle, WA",
"Sage","3.6","Manager, Marketing Automation, North America & Australasia","Atlanta, GA",
"Lightspeed Systems","4.3","Digital Marketing Manager","Austin, TX","$44k-$71k"
"Hand and Stone Spa","3.4","Spa Assistant Manager","Dallas, TX",
"LG Hausys","3.4","Online Marketing Specialist (Manager)","Atlanta, GA","$45k-$57k"
"Four Seasons Heating, Air Conditioning, Plumbing, Electric","3.9","In-Store Marketing Associate","Chicago, IL",
"International Fellowship of Christians and Jews","3.2","Senior Director of Marketing","Chicago, IL",
"Infutor Data Solutions","4.7","Senior Product Manager, Mobile Ad IDs (MAIDs)","Oakbrook Terrace, IL",
"Town Pump","3.4","CASINO MANAGER","East Helena, MT",
"Alarm.com","3.9","Senior Marketing Manager","Tysons, VA",
"Nextiva","4.5","Field Marketing Manager (West)","San Francisco, CA","$50k-$83k"
"Cascade Management","3.5","Bilingual Community Manager","Hood River, OR","$27k-$46k"
"Stratus Technologies","3.1","Technical Product Marketing Manager","Maynard, MA","$92k-$127k"
"Town Pump","3.4","CASINO MANAGER TRAINEE","Butte, MT",
"Acceleration Partners","4.9","Account Manager / Senior Manager, Affiliate Marketing","Philadelphia, PA","$52k-$93k"
"Livongo","4.2","Growth Marketing Manager","Mountain View, CA",
"Discovery Education","3.3","Product Marketing Manager","Silver Spring, MD","$93k-$139k"
"Advancial Federal Credit Union","4.8","Business Development Manager","Dallas, TX","$37k-$64k"
"Nativo, Inc.","3.8","Marketing Manager","New York, NY","$47k-$73k"
"SiteOne Landscape Supply","3.3","Business Development Manager","Omaha, NE","$41k-$71k"
"Amadeus IT Group SA","3.7","Product Marketing Manager / Account Based Marketing","New Portsmouth, NH",
"EZ Texting","4.1","Senior Product Marketing Manager","Santa Monica, CA",
"Thrive Global","3.2","Product Marketing Manager","New York, NY",
"Scotts Miracle-Gro","3.9","Assistant Brand Manager","Columbus, OH","$75k-$109k"
"FHLBank San Francisco","2.9","Relationship Manager","San Francisco, CA",
"Wind River","4.5","Senior Account Manager","Tampa, FL",
"vAuto","3.5","vAuto Performance Manager","Indianapolis, IN","$61k-$104k"
"Hargray","4.5","Sr. Product Manager, Video Programming","Hilton Head Island, SC","$77k-$115k"
"Self Storage",,"Self Storage Manager","Monterey, CA",
"ThomasArts","3.9","Account Manager","Washington, DC",
"Act-On Software","2.7","Product Marketing Specialist","Portland, OR","$40k-$63k"
"GSK","3.8","Oncology Account Manager- Charleston, SC","Charleston, SC",
"Otter Tail Power","4.3","Marketing Specialist/Manager","Clearwater, MN","$69k-$87k"
"TMP WORLDWIDE","3.7","Digital Account Director, Social Media","Chicago, IL","$43k-$80k"
"JEA Senior Living","3.4","Sales and Marketing Manager","Blaine, MN","$49k-$103k"
"Leukemia & Lymphoma Society","3.5","Senior Campaign Manager","Norfolk, VA","$40k-$66k"
"Insight Enterprises, Inc.","4.2","Manager, Product Management, Mobility","Tempe, AZ","$58k-$89k"
"Mighty Networks","4.6","Performance Marketing Manager","Palo Alto, CA",
"Spectrum Science","4.1","Account Director","Chicago, IL",
"National Business Aviation Association","3.3","Manager, Social Media","Washington, DC","$45k-$76k"
"Beyond Yoga","3.1","Senior Consumer Marketing Manager","Culver City, CA",
"U.S. Cellular","3.4","Associate Project Manager - Device Marketing","Chicago, IL","$52k-$80k"
"CAS","2.9","Corporate Account Manager","San Francisco, CA",
"Enterprise Products Company","3.6","Terminal Manager (Midland, TX)","Midland, TX",
"Lewis Management Corp.","3.8","Digital Marketing Specialist","Upland, CA","$39k-$62k"
"EnterpriseDB","3.5","Technical Marketing Writer","Bedford, MA",
"Guerrero Media","2.8","Sales Representative — Content & Advertising Manager","Chicago, IL",
"Earnin","4.6","Associate Performance Marketing Manager","Palo Alto, CA",
"Dealer eProcess","4.2","Digital Marketing Specialist (PPC)","Lisle, IL","$32k-$40k"
"EvolveMKD","3.6","Account Director - PR","New York, NY",
"WORKSUITES","4.7","Marketing Technologist","Dallas, TX",
"Verkada","5.0","Channel Marketing Manager","San Mateo, CA",
"Revinate","4.3","Sr. Product Manager","San Francisco, CA",
"Edgewell Personal Care","3.6","Brand Manager","Shelton, CT","$97k-$140k"
"Mitsubishi Electric Automation","3.7","Sr. Manager, Global Key Account (Semiconductor Equipment Manufacturer industry) Mountain View, CA","Mountain View, CA",
"RepairSmith","4.6","Business Development Manager","Los Angeles, CA",
"World Wrestling Entertainment","3.4","Sponsorship Marketing Manager","New York, NY","$45k-$68k"
"Zimmerman Advertising","3.8","Marketing Coordinator","Fort Lauderdale, FL","$25k-$37k"
"KnowBe4","4.8","Channel Marketing Manager","Clearwater, FL","$55k-$83k"
"Stanley Black & Decker","3.2","Account Manager","Sacramento, CA",
"CIM Group, LP","3.0","Social Media Manager","Los Angeles, CA","$46k-$79k"
"Versiti","3.0","Portfolio Marketing Manager - Hematology","Milwaukee, WI",
"Sunovion","3.5","Senior Manager of Management Science","Marlborough, MA",
"Quizlet","4.6","Product Marketing Manager","San Francisco, CA","$67k-$99k"
"Risk Management Solutions (RMS)","3.6","Internal Communications Manager","Newark, CA","$75k-$132k"
"Claire Randall Consulting",,"Account Director","Remote","$115k-$130k"
"DataGrail","5.0","Integrations Program / Product Manager","San Francisco, CA",
"ProSites","3.4","Account Manager","Temecula, CA",
"The Influencer Marketing Factory",,"Senior Project Manager (Influencer Marketing)","New York, NY",
"Leukemia & Lymphoma Society","3.5","Fundraising Senior Campaign Manager","Seattle, WA","$41k-$66k"
"Vertafore","2.4","Customer Marketing Manager","Denver, CO","$58k-$89k"
"Prodege, LLC","3.9","Market Research, Research Solutions Senior Manager","New York, NY","$72k-$114k"
"Bayshore Solutions","3.5","Digital Marketing Manager","Denver, CO","$87k-$136k"
"Base2 Solutions","4.7","Business Development Manager","Brea, CA","$67k-$114k"
"ISEC","3.8","Business Development Manager","La Palma, CA","$78k-$130k"
"Bridge Partners","3.9","Digital Marketing Manager","Kirkland, WA",
"Terumo BCT","3.5","Marketing Manager - Cell Therapy Collections","Lakewood, CO","$67k-$99k"
"DrChrono","4.0","PPC Manager","Sunnyvale, CA",
"Robroy Industries","3.8","Business Development Manager","Verona, PA","$55k-$96k"
"Experian","3.6","Senior Product Marketing Manager","Costa Mesa, CA","$116k-$156k"
"Modernize","4.2","Demand Generation Manager","Austin, TX","$65k-$105k"
"Sally Beauty Holdings","2.6","Merchandising Brand Manager","Denton, TX","$34k-$56k"
"The RealReal","2.8","Luxury Manager - Dublin, CA","Dublin, CA",
"Intercom","4.0","Senior Field Marketing Manager","San Francisco, CA","$76k-$125k"
"University of Wisconsin-Platteville","4.1","Marketing Analyst","Platteville, WI","$38k-$55k"
"John V. Schultz Furniture","3.0","Marketing Intern","Erie, PA",
"Beacon Communities","4.6","Property Manager","Bridgeport, CT","$39k-$62k"
"Amplify","3.5","Sr Marketing Manager, Math","Brooklyn, NY","$72k-$106k"
"C+A Global","3.4","Associate Product Manager","Edison, NJ",
"Tufts Health Plan","3.9","Marketing Coordinator","Watertown, MA","$42k-$58k"
"The RealReal","2.8","Luxury Manager - Palo Alto, CA","Palo Alto, CA",
"Retarus Inc","3.6","Key Account Manager","Secaucus, NJ",
"Unanet","4.6","Account Manager","Washington, DC",
"Hanesbrands","3.0","Marketing Manager - Printwear","Winston-Salem, NC","$81k-$118k"
"8x8","4.2","Solutions Marketing Manager","San Jose, CA","$96k-$140k"
"Kite.com","5.0","Product Marketing Manager","San Francisco, CA",
"NantHealth","2.8","Senior Product Manager","Panama City, FL","$98k-$144k"
"Citadel Federal Credit Union","4.1","Market Manager II","Phoenixville, PA","$49k-$82k"
"American Health Information Management Association","2.4","Sales Account Manager","Chicago, IL",
"SmartBear","3.1","Product Marketing Manager","Somerville, MA","$64k-$90k"
"Ring LLC","3.2","Product Marketing Manager","Santa Monica, CA","$68k-$98k"
"AppDynamics","4.5","AppD Senior Product Manager, APM","San Francisco, CA","$154k-$221k"
"Visual Lease, LLC","4.0","Product Manager, Software","Woodbridge, NJ",
"Carolina Handling","3.6","Business Development Manager","Atlanta, GA",
"Exemplis","3.7","Product Marketing Manager","Cypress, CA","$114k-$169k"
"Leukemia & Lymphoma Society","3.5","Senior Fundraising Campaign Manager","Cranford, NJ",
"ROI Revolution","3.7","Digital Marketing Manager","Raleigh, NC","$48k-$77k"
"Coffman Engineers","4.7","Commissioning Manager (15+ years)","Seattle, WA",
"Legend Management Group","4.7","Assistant Property Manager","Baltimore, MD","$35k-$56k"
"American Society of Clinical Oncology","3.7","Product Marketing Manager, Healthcare Education","Alexandria, VA","$88k-$132k"
"Pivot Interiors","3.5","Account Manager","Fremont, CA",
"Diamond AdvanEdge","4.0","Marketing Manager College Graduate","Sugar Land, TX","$28k-$42k"
"Provision Living","2.8","Business Development Manager","Ann Arbor, MI","$43k-$77k"
"KnowBe4","4.8","Product / Sales Enablement Marketing Manager","Clearwater, FL","$41k-$62k"
"Saviynt","3.8","Sr. Partner Business Development Manager - Microsoft","Seattle, WA","$68k-$114k"
"BISSELL","4.2","Email Marketing Manager","Chicago, IL","$81k-$116k"
"KnowBe4","4.8","Email Marketing Manager","Clearwater, FL","$41k-$61k"
"RevTrax","4.8","Senior SaaS and AI Sales Director, Digital Marketing (New Business)","New York, NY","$86k-$152k"
"Floor and Decor","3.6","Pro Premier Manager","Milpitas, CA",
"Asset Marketing Services, LLC","3.5","Account Manager","Sarasota, FL",
"Duetto","4.8","Marketing Campaign Manager","San Francisco, CA","$60k-$100k"
"BigCommerce","3.9","Paid Social Marketing Manager","Austin, TX","$69k-$105k"
"Ocular Therapeutix","4.5","Key Account Manager, Milwaukee / Madison","Milwaukee, WI",
"Abode Services","3.5","Property Manager","San Jose, CA",
"Plug Smart","3.7","Commercial Property Outreach Manager - PIT","Pittsburgh, PA",
"Optoro","4.2","Product Marketing Manager","Washington, DC","$61k-$87k"
"HG Insights","4.7","Product Manager","Santa Barbara, CA","$68k-$102k"
"Cross Country Home Services","3.3","Manager- Business Develop","Boca Raton, FL","$45k-$79k"
"BOK Financial","4.0","Business Banking Relationship Manager IV","Denver, CO",
"Monarch Investment and Management Group","4.1","Regional Leasing and Marketing Specialist (Wichita/Topeka","Wichita, KS","$26k-$34k"
"Monarch Investment and Management Group","4.1","Regional Leasing and Marketing Specialist (Wichita/","Topeka, KS","$27k-$34k"
"CSC","3.1","Global Product Marketing Manager, Global Financial Markets","Wilmington, DE","$68k-$101k"
"Fresh Consulting","5.0","Product Manager","Bellevue, WA","$78k-$117k"
"Ad Council","3.3","Assistant Manager, PR & Social Media","New York, NY","$24k-$41k"
"Qualia","3.9","Demand Generation Marketing Manager","San Francisco, CA","$68k-$103k"
"Monetate","3.8","Product Marketing Manager","New York, NY","$69k-$98k"
"Flexion Therapeutics","4.0","Musculoskeletal Business Manager - Madison/Milwaukee, WI","Milwaukee, WI",
"Princeton Property Management","3.9","Assistant Community Manager","Eugene, OR","$28k-$41k"
"Mercury Systems","4.1","Product Marketing Manager","Huntsville, AL","$65k-$98k"
"Neo Insurance Solutions",,"Agent Account Manager","Miami, FL",
"TOLMAR","3.2","Account Manager","Orlando, FL",
"Sally Beauty Holdings","2.6","Payroll Business Manager","Denton, TX","$37k-$66k"
"Town Pump","3.4","LOUNGE MANAGER TRAINEE","Missoula, MT",
"BidEase",,"Account Manager U.S. Market","New York, NY",
"American Health Partners","2.6","Sales Account Manager","Parsons, TN",
"MDSP Inc.",,"Senior Business Development Manager","San Francisco, CA",
"Careers Search","5.0","International Marketing Manager - Pharmaceuticals","Lancaster, SC",
"Acadia Healthcare","2.7","Corporate Intake & Utilization Manager","Franklin, TN",
"Nextiva","4.5","Field Marketing Manager (East)","Atlanta, GA","$37k-$62k"
"Preferred Hotels & Resorts","3.2","Sr Manager, Marketing & Partnerships - Historic Hotels","Washington, DC","$41k-$63k"
"C Spire","4.5","Account Manager, Commercial - East Tennessee","Knoxville, TN",
"WideOrbit","4.0","Product Marketing Manager","San Francisco, CA","$106k-$148k"
"Edwards Lifesciences","3.6","Product Manager, Marketing","Irvine, CA","$100k-$145k"
"NAMZ Custom Cycle Products",,"Marketing & Business Development Associate","Oreland, PA","$35k-$45k"
"Skyworks","3.2","Product Marketing Manager, Mobile Markets","Newbury Park, CA","$110k-$163k"
"TMP WORLDWIDE","3.7","Global Account Director (Advertising Technology)","Waltham, MA",
"The Shade Store","3.3","SEM Manager","Port Chester, NY","$44k-$76k"
"Eclipse Marketing (MI)","4.0","Marketing Associate - Retail Marketing","Dearborn, MI",
"Duetto","4.8","Demand Generation Marketing Manager","San Francisco, CA","$81k-$120k"
"AGENC, INC.",,"Account Manager - Marketing/Communications","Los Angeles, CA",
"MathWorks","4.3","Product Marketing Manager - Build Automation Servers","Natick, MA","$85k-$119k"
"Opcity","3.7","Sr. Product Marketing Manager","Austin, TX","$69k-$102k"
"Western Dental Services","3.3","Business Manager","Ventura, CA","$44k-$74k"
"Valvoline","3.4","Digital Marketing Manager","Lexington-Fayette, KY",
"FPI Management","4.1","Property Manager","Ventura, CA","$54k-$86k"
"ObserveIT","4.7","Senior Product Manager","Boston, MA","$116k-$170k"
"Addepar","4.2","Senior Product Marketing Manager","New York, NY","$112k-$152k"
"Formation","3.3","Senior Product Marketing Manager","San Francisco, CA",
"Asset Marketing Services, LLC","3.5","Account Manager Utah","Pleasant Grove, UT",
"APEX Analytix","4.1","Digital Marketing Manager","North Carolina",
"MathWorks","4.3","Industrial Automation Industry Marketing Manager - Americas","Natick, MA","$106k-$156k"
"Window Nation, LLC","4.2","Assistant Show and Events Manager","Cleveland, OH","$24k-$36k"
"KeepTruckin","4.6","Product Marketing Manager, Hardware","San Francisco, CA","$98k-$136k"
"FPI Management","4.1","Community Director/ Apartment Manager","Seattle, WA","$38k-$62k"
"FPI Management","4.1","Community Director (Property Manager) - Americana Apartments (100 units) - Santa Rosa","Rohnert Park, CA","$40k-$65k"
"Housing Visions Unlimited","4.0","Property Manager","Syracuse, NY","$30k-$47k"
"Clickbooth","4.5","Business Development Manager - Sarasota, FL","United States",
"Myriad Genetics","3.5","Digital Marketing Manager","Salt Lake City, UT","$77k-$121k"
"SharpSpring","4.1","Account Manager","Gainesville, FL",
"Pancreatic Cancer Action Network","3.1","Senior Community Relationship Manager","New York, NY",
"Eclipse Marketing (MI)","4.0","Account Manager - Entry Level","Dearborn, MI",
"MathWorks","4.3","Senior Product Marketing Manager (AI/Data Science)","Natick, MA","$119k-$159k"
"Xilinx","3.8","Intellectul Property Product Marketing Manager","San Jose, CA","$130k-$181k"
"Stark Carpet","4.0","Account Manager- Syosset Showroom","Syosset, NY",
"Pearl Insurance","4.5","Business Development Manager","Overland Park, KS","$33k-$60k"
"MathWorks","4.3","Product Marketing Manager, Simulink Real-Time Systems","Natick, MA","$102k-$139k"
"Demandbase","4.4","Senior Product Marketing Director/Manager (Advertising Product Line)","San Francisco, CA","$142k-$205k"
"Agilent Technologies","4.0","Global Marketing Program Manager, Companion Diagnostics - Agilent/Dako","Carpinteria, CA","$62k-$102k"
"EY","3.7","Global Assurance Marketing program manager (Assistant Director) - Forensics (New York or East Coast)","New York, NY","$77k-$123k"
"Weaver Street Market","3.8","Marketing Manager","Hillsborough, NC","$50k-$77k"
"Carr Workplaces","4.0","Community Manager III/Account Manager","Boston, MA",
"TCC Verizon Premium Retailer","4.0","Small Business Sales Account Manager","Grants Pass, OR",
"PayneWest Insurance","4.4","Account Manager - Commercial Insurance","Boise, ID",
"DataLogic Software, Inc.",,"Marketing Manager","Harlingen, TX",
"Apex Systems","3.8","Marketing Manager","San Antonio, TX",
"Demandbase","4.4","Senior Product Marketing Manager (Engagement & Conversion Products)","San Francisco, CA","$132k-$178k"
"Starry","4.4","Marketing Manager","Los Angeles, CA","$71k-$106k"
"National General Insurance","2.9","Medicare Account Manager","Hillsboro, OR",
"OmniMax International","2.0","Marketing Manager","Norcross, GA","$67k-$100k"
"Jumpstart","4.2","Marketing Manager","New York, NY","$47k-$71k"
"Health Credit Services","4.8","Account Manager - Home Improvement","Remote",
"The Colonial Group",,"Marketing Manager","Dallas, TX",
"Rough Diamond Marketing Consultants, Inc.",,"Marketing Manager","San Dimas, CA",
"Hyatt","4.0","Marketing Manager","Dallas, TX","$44k-$68k"
"Acquire","3.6","Sports Minded Marketing and Promotions Manager","Raleigh, NC","$11-$19"
"Vital Nutrients","4.0","Marketing Manager","Middletown, CT",
"W.W. Norton & Company","4.1","Marketing Manager","New York, NY","$73k-$106k"
"McKinstry","3.5","Marketing Manager","Seattle, WA","$97k-$145k"
"PowerGistics",,"Marketing Manager","Madison, WI",
"Glassdoor","4.1","B2B Marketing Manager","San Francisco, CA","$92k-$115k"
"R2integrated","4.0","Digital Account Director","Baltimore, MD",
"Vungle","3.8","Sr. Product Manager, Demand","San Francisco, CA","$112k-$164k"
"EAT Club","3.4","Restaurant Partnerships Manager - Los Angeles","Los Angeles, CA",
"Ancestry","3.4","Integrated Marketing Manager","San Francisco, CA","$66k-$100k"
"Great Lakes Cheese","3.5","Corporate Account Manager","Hiram, OH",
"GSK","3.8","Oncology Account Manager-Albany, Middletown, Newburgh","East Durham, NY",
"Tinder","4.1","Tinder Student Brand Marketing Manager","New York, NY","$71k-$108k"
"Marqeta","4.0","Lead Product Manager, Risk Products: Workflow Management","Oakland, CA","$146k-$209k"
"Ring LLC","3.2","Performance Marketing Manager","Santa Monica, CA","$58k-$87k"
"Bankers Healthcare Group","4.6","Partnership Marketing Manager","Syracuse, NY",
"Myriad Genetics","3.5","Marketing Specialist","Cincinnati, OH","$59k-$75k"
"Dermalogica","4.1","Sephora Trade Marketing Manager","Carson, CA","$54k-$81k"
"JC Resorts","3.2","Regional Director of Marketing/ Rancho Bernardo Inn","San Diego, CA","$45k-$98k"
"Ent Credit Union","3.5","Business Development Manager","Fort Collins, CO","$45k-$82k"
"Sallie Mae","3.3","Statistical Modeling Manager","Newark, DE",
"Yelp","3.1","Senior Product Marketing Manager, Retention","San Francisco, CA","$107k-$148k"
"MobilityWare","4.4","Performance Marketing Manager","Irvine, CA","$50k-$77k"
"Insight Investments","4.0","Product Manager","Costa Mesa, CA","$64k-$98k"
"Optoro","4.2","Senior Product Marketing Manager","Washington, DC","$101k-$137k"
"Desert Financial Credit Union","3.0","Senior Demand Generation Manager","Phoenix, AZ","$54k-$92k"
"Dell","4.0","Sr. Product Marketing Manager","Austin, TX","$107k-$150k"
"PrimePay, LLC.","3.6","Area Sales Manager - Atlanta, GA","Atlanta, GA",
"Mendix","4.6","Regional Marketing Manager","Boston, MA","$95k-$115k"
"Adtaxi","2.7","Account Manager","Denver, CO",
"iHerb.com","2.9","Project Manager- Marketing","Pasadena, CA","$75k-$113k"
"RJM Technologies","4.6","DIRECT MAIL MARKETING ANALYST","Washington, DC",
"Micro Focus","3.1","Global Alliance Strategic Account Manager","New York, NY",
"The Mom Project","4.9","Product Marketing Communications Manager (MLOA Coverage)","Los Angeles, CA",
"Rogers & Gray Insurance Agency, Inc.","4.4","Manager, Business Insurance","Kingston, MA","$31k-$62k"
"Townsquare Interactive","3.7","Digital Marketing Sales Executive","Charlotte, NC",
"Videojet Technologies","3.2","National Account Manager","United States",
"A Place for Mom","3.3","SEO Manager","New York, NY","$52k-$89k"
"Leukemia & Lymphoma Society","3.5","Senior Campaign Manager-Student of the Year","Atlanta, GA","$43k-$71k"
"New Home Star","4.5","Marketing Intern","Elmhurst, IL",
"Sally Beauty Holdings","2.6","Manager of PR - SBH","Denton, TX",
"SmartBear","3.1","Senior Product Marketing Manager","Somerville, MA","$94k-$130k"
"Fastly","3.7","Senior Solutions Product Marketing Manager","San Francisco, CA","$162k-$226k"
"RJM Technologies","4.6","DIRECT MARKETING CONSULTANT","Washington, DC",
"The Mom Project","4.9","Digital Marketing Program Manager","San Rafael, CA",
"MathWorks","4.3","Senior Marketing Analyst","Natick, MA","$80k-$105k"
"National Guardian","2.9","Account Manager","Madison, WI",
"Butterball","3.5","Foodservice Non-Commercial/Commodity Business Manager","Garner, NC","$57k-$96k"
"Insight Enterprises, Inc.","4.2","Business Development Manager, Apple Global","Tampa, FL","$49k-$83k"
"Vertellus","3.2","Sales & Market Development Manager","Indianapolis, IN",
"Cybba","3.5","Senior Account Manager","Boston, MA",
"Advanced Technology Services, Inc.","3.1","Account Manager","Peoria, IL",
"Neighborly®","3.2","Brand Marketing Manager - Marketing","Ann Arbor, MI","$66k-$105k"
"TMP WORLDWIDE","3.7","Product Manager - CRM","Chicago, IL","$61k-$93k"
"Sally Beauty Holdings","2.6","Sr. Manager Loyalty & CRM Analytics","Denton, TX","$96k-$130k"
"The Siemon Company","4.2","Corporate Marketing Communications Manager","Watertown, CT","$83k-$131k"
