"Name","Company","State","City","Salary","Location","Url"
"Technical Support Engineer II","American Tower","NC","Raleigh","$44k-$66k","Raleigh, NC","https://www.glassdoor.com/partner/jobListing.htm?pos=915&ao=365398&s=58&guid=0000016e3f9f09e48dc7357efbdea36e&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_e4845dea&cb=1573025419581&jobListingId=3375974436"
"Security Monitoring and Incident Response Engineer","InCountry, Inc","CA","San Francisco","","San Francisco, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=916&ao=700317&s=58&guid=0000016e3f9f09e48dc7357efbdea36e&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_1841bf32&cb=1573025419582&jobListingId=3256525205"
"Embedded Software Engineer","Drōv Technologies","OK","Oklahoma City","","Oklahoma City, OK","https://www.glassdoor.com/partner/jobListing.htm?pos=917&ao=702532&s=58&guid=0000016e3f9f09e48dc7357efbdea36e&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_292c4db0&cb=1573025419583&jobListingId=3261136867"
"CNC Sales Engineer - Western Tennessee","ELLISON TECHNOLOGIES, INC.","TN","Stanton","$52k-$81k","Stanton, TN","https://www.glassdoor.com/partner/jobListing.htm?pos=918&ao=672965&s=58&guid=0000016e3f9f09e48dc7357efbdea36e&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_d03864a6&cb=1573025419584&jobListingId=3341634719"
"Sr. Quality assurance Engineer (Complaints Handling)","Proteus Digital Health","CA","Redwood City","$83k-$129k","Redwood City, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=919&ao=761325&s=58&guid=0000016e3f9f09e48dc7357efbdea36e&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_ccbf110a&cb=1573025419585&jobListingId=3342706931"
"Software Engineer","Utilidata","RI","Providence","$56k-$98k","Providence, RI","https://www.glassdoor.com/partner/jobListing.htm?pos=920&ao=658598&s=58&guid=0000016e3f9f09e48dc7357efbdea36e&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_3ecdd8e8&cb=1573025419586&jobListingId=3331264953"
"ASIC/IP Presales Applications Engineer","Synopsys","CA","Mountain View","$102k-$151k","Mountain View, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=921&ao=182503&s=58&guid=0000016e3f9f09e48dc7357efbdea36e&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_69b26ffa&cb=1573025419587&jobListingId=3326378924"
"Adjunct Instructor - Electronic & Computer Engineering Technology","Delaware Technical & Community College","DE","Newark","","Newark, DE","https://www.glassdoor.com/partner/jobListing.htm?pos=922&ao=801941&s=58&guid=0000016e3f9f09e48dc7357efbdea36e&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_fc634359&cb=1573025419588&jobListingId=3393954113"
"Signal and Power Integrity R&D Engineer, Sr Staff","Synopsys","MA","Boxborough","$132k-$177k","Boxborough, MA","https://www.glassdoor.com/partner/jobListing.htm?pos=923&ao=182503&s=58&guid=0000016e3f9f09e48dc7357efbdea36e&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_f489ab46&cb=1573025419589&jobListingId=3347972958"
"Software Applications Engineer","General Dynamics Land Systems","MI","Sterling Heights","$98k-$133k","Sterling Heights, MI","https://www.glassdoor.com/partner/jobListing.htm?pos=924&ao=491208&s=58&guid=0000016e3f9f09e48dc7357efbdea36e&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_888ca043&cb=1573025419590&jobListingId=3241368807"
"Senior Control Systems Engineer","Minot Enterprises","CA","Los Angeles","$100k-$140k","Los Angeles, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=925&ao=774182&s=58&guid=0000016e3f9f09e48dc7357efbdea36e&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_8ba857cc&cb=1573025419591&jobListingId=3353353169"
"Applications Engineer Sr II","Synopsys","CA","Mountain View","$119k-$175k","Mountain View, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=926&ao=182503&s=58&guid=0000016e3f9f09e48dc7357efbdea36e&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_d0652062&cb=1573025419592&jobListingId=3336430955"
"Sr. Software Engineer","Children's Hospital Los Angeles","CA","Los Angeles","$103k-$172k","Los Angeles, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=927&ao=237670&s=58&guid=0000016e3f9f09e48dc7357efbdea36e&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_b2340ff8&cb=1573025419593&jobListingId=3392685646"
"Sr. / Staff Logic Design Engineer","Parade Technologies","CA","San Jose","","San Jose, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=928&ao=804402&s=58&guid=0000016e3f9f09e48dc7357efbdea36e&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_c0f77f6b&cb=1573025419594&jobListingId=3397879389"
"Sales Engineer - NYC/NJ","Kintone","","Remote","","Remote","https://www.glassdoor.com/partner/jobListing.htm?pos=929&ao=748045&s=58&guid=0000016e3f9f09e48dc7357efbdea36e&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_3f7bab5d&cb=1573025419595&jobListingId=3318554917"
"Application Security Engineer","Metlife","NC","Cary","$72k-$96k","Cary, NC","https://www.glassdoor.com/partner/jobListing.htm?pos=930&ao=486180&s=58&guid=0000016e3f9f09e48dc7357efbdea36e&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_d4920229&cb=1573025419596&jobListingId=3354548897"
"Mechanical Design Engineer","Hologic","MA","Westford","$68k-$95k","Westford, MA","https://www.glassdoor.com/partner/jobListing.htm?pos=1001&ao=345868&s=149&guid=0000016e3f9f16ce877839f71c03167a&src=GD_JOB_AD&t=SRFJ&extid=4&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_a01f5177&cb=1573025422869&jobListingId=3408577687"
"Aircraft Mechanical Design Engineer","Northrop Grumman","FL","Melbourne","","Melbourne, FL","https://www.glassdoor.com/partner/jobListing.htm?pos=1002&ao=734417&s=149&guid=0000016e3f9f16ce877839f71c03167a&src=GD_JOB_AD&t=SRFJ&extid=4&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_01d1333a&cb=1573025422870&jobListingId=3339224460"
"Applications Engineer Sr II","Synopsys","CA","Mountain View","$119k-$175k","Mountain View, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=1001&ao=182503&s=58&guid=0000016e3f9f16cebe4ec3e46129e644&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_c3b8a993&cb=1573025422871&jobListingId=3336430955"
"Senior Control Systems Engineer","Minot Enterprises","CA","Los Angeles","$100k-$140k","Los Angeles, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=1002&ao=774182&s=58&guid=0000016e3f9f16cebe4ec3e46129e644&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_9875de3d&cb=1573025422872&jobListingId=3353353169"
"Sr. / Staff Logic Design Engineer","Parade Technologies","CA","San Jose","","San Jose, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=1003&ao=804402&s=58&guid=0000016e3f9f16cebe4ec3e46129e644&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_55358e2f&cb=1573025422874&jobListingId=3397879389"
"Application Security Engineer","Metlife","NC","Cary","$72k-$96k","Cary, NC","https://www.glassdoor.com/partner/jobListing.htm?pos=1004&ao=486180&s=58&guid=0000016e3f9f16cebe4ec3e46129e644&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_fed3ae2d&cb=1573025422875&jobListingId=3354548897"
"Sr. Software Engineer","Children's Hospital Los Angeles","CA","Los Angeles","$103k-$172k","Los Angeles, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=1005&ao=237670&s=58&guid=0000016e3f9f16cebe4ec3e46129e644&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_1e6adb49&cb=1573025422876&jobListingId=3392685646"
"Senior Project Engineer","Chicago Heights Glass, Inc.","IL","South Holland","","South Holland, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=1006&ao=753427&s=58&guid=0000016e3f9f16cebe4ec3e46129e644&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_ece97f55&cb=1573025422877&jobListingId=3325034526"
"Sales Engineer - NYC/NJ","Kintone","","Remote","","Remote","https://www.glassdoor.com/partner/jobListing.htm?pos=1007&ao=748045&s=58&guid=0000016e3f9f16cebe4ec3e46129e644&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_153a0759&cb=1573025422878&jobListingId=3318554917"
"Senior Mechanical Engineer- Simulation and Modeling","Tennant","MN","Golden Valley","$72k-$172k","Golden Valley, MN","https://www.glassdoor.com/partner/jobListing.htm?pos=1008&ao=749950&s=58&guid=0000016e3f9f16cebe4ec3e46129e644&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_40c544d7&cb=1573025422879&jobListingId=3394069231"
"Device Verification Test Engineer","Acacia Communications","NJ","Holmdel","$59k-$78k","Holmdel, NJ","https://www.glassdoor.com/partner/jobListing.htm?pos=1009&ao=789502&s=58&guid=0000016e3f9f16cebe4ec3e46129e644&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_90c673f2&cb=1573025422880&jobListingId=3383111202"
"Application Engineer, Sr II","Synopsys","CA","Mountain View","$119k-$175k","Mountain View, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=1010&ao=182503&s=58&guid=0000016e3f9f16cebe4ec3e46129e644&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_7838dfde&cb=1573025422881&jobListingId=3335621498"
"Applications Engineer, Sr II","Synopsys","CA","Mountain View","$111k-$163k","Mountain View, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=1011&ao=182503&s=58&guid=0000016e3f9f16cebe4ec3e46129e644&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_a984f4c9&cb=1573025422883&jobListingId=3365065452"
"Maintenance Engineer","SREE Hotels","NC","Raleigh","$31k-$53k","Raleigh, NC","https://www.glassdoor.com/partner/jobListing.htm?pos=1012&ao=671562&s=58&guid=0000016e3f9f16cebe4ec3e46129e644&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_e8baad2c&cb=1573025422884&jobListingId=3333032311"
"Inside Sales Representative-Entry Level engineering graduates welcome to apply","KROHNE, Inc.","MA","Beverly","","Beverly, MA","https://www.glassdoor.com/partner/jobListing.htm?pos=1013&ao=776842&s=58&guid=0000016e3f9f16cebe4ec3e46129e644&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_bfc2081d&cb=1573025422885&jobListingId=3357138843"
"Senior High Speed Analog Design Engineer","Parade Technologies","CA","San Jose","","San Jose, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=1014&ao=804402&s=58&guid=0000016e3f9f16cebe4ec3e46129e644&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_52f98fbf&cb=1573025422886&jobListingId=3324404005"
"Aviation Project Engineer","Alfred Benesch & Co.","GA","Atlanta","$62k-$82k","Atlanta, GA","https://www.glassdoor.com/partner/jobListing.htm?pos=1015&ao=709157&s=58&guid=0000016e3f9f16cebe4ec3e46129e644&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_35dbac58&cb=1573025422887&jobListingId=3238621345"
"Senior Field Applications Engineer","Synopsys","","Colorado","","Colorado","https://www.glassdoor.com/partner/jobListing.htm?pos=1016&ao=182503&s=58&guid=0000016e3f9f16cebe4ec3e46129e644&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_01359ac5&cb=1573025422888&jobListingId=3374077974"
"Environmental Engineer","Boston Sand & Gravel","MA","Charlestown","","Charlestown, MA","https://www.glassdoor.com/partner/jobListing.htm?pos=1017&ao=777541&s=58&guid=0000016e3f9f16cebe4ec3e46129e644&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_d95a7aba&cb=1573025422889&jobListingId=3358178595"
"Associate Software / Continuous Improvement Engineer - Advanced Technology (H)","General Dynamics Land Systems","MI","Sterling Heights","$75k-$112k","Sterling Heights, MI","https://www.glassdoor.com/partner/jobListing.htm?pos=1018&ao=491208&s=58&guid=0000016e3f9f16cebe4ec3e46129e644&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_d8c2e5b4&cb=1573025422890&jobListingId=3358729057"
"Drafting engineer","Patella Woodworking","NJ","Passaic","","Passaic, NJ","https://www.glassdoor.com/partner/jobListing.htm?pos=1019&ao=812093&s=58&guid=0000016e3f9f16cebe4ec3e46129e644&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_dd56537f&cb=1573025422891&jobListingId=3408241007"
"Project Engineer - commercial construction","C.E. Floyd Company","CT","Middletown","","Middletown, CT","https://www.glassdoor.com/partner/jobListing.htm?pos=1020&ao=788886&s=58&guid=0000016e3f9f16cebe4ec3e46129e644&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_8307a0d7&cb=1573025422892&jobListingId=3388564928"
"Sr. Quality Engineer","TPI Composites","RI","Warren","$64k-$98k","Warren, RI","https://www.glassdoor.com/partner/jobListing.htm?pos=1021&ao=687158&s=58&guid=0000016e3f9f16cebe4ec3e46129e644&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_00d58ea8&cb=1573025422893&jobListingId=3386307928"
"Sr Professional Services Engineer","Synopsys","CA","Folsom","$121k-$174k","Folsom, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=1022&ao=182503&s=58&guid=0000016e3f9f16cebe4ec3e46129e644&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_afddc5b0&cb=1573025422894&jobListingId=3356304373"
"Senior DevOps Engineer","Ezoic","CA","Carlsbad","","Carlsbad, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=1023&ao=685857&s=58&guid=0000016e3f9f16cebe4ec3e46129e644&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_575ded11&cb=1573025422895&jobListingId=3142275986"
"Estimator Design Engineer","M Bar C Construction","CA","San Marcos","","San Marcos, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=1024&ao=755877&s=58&guid=0000016e3f9f16cebe4ec3e46129e644&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_974e9f1d&cb=1573025422896&jobListingId=3373791502"
"Staff Software Engineer","Walmart eCommerce","WI","La Crosse","$82k-$132k","La Crosse, WI","https://www.glassdoor.com/partner/jobListing.htm?pos=1025&ao=769403&s=58&guid=0000016e3f9f16cebe4ec3e46129e644&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_0c4681b6&cb=1573025422897&jobListingId=3240600903"
"Senior Engineer - Gila River Power Station","SRP","AZ","Gila Bend","","Gila Bend, AZ","https://www.glassdoor.com/partner/jobListing.htm?pos=1026&ao=756770&s=58&guid=0000016e3f9f16cebe4ec3e46129e644&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_765726fd&cb=1573025422898&jobListingId=3407009562"
"Network Engineer I","Assured Information Security","IL","Scott AFB","$78k-$122k","Scott AFB, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=1027&ao=684869&s=58&guid=0000016e3f9f16cebe4ec3e46129e644&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_2e19ca44&cb=1573025422899&jobListingId=3344240801"
"Desktop System Engineer I","Baton Rouge General","LA","Baton Rouge","$35k-$71k","Baton Rouge, LA","https://www.glassdoor.com/partner/jobListing.htm?pos=1028&ao=260090&s=58&guid=0000016e3f9f16cebe4ec3e46129e644&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_88b687e4&cb=1573025422900&jobListingId=3365837682"
"Site Reliability Engineer","RenPSG","IN","Indianapolis","","Indianapolis, IN","https://www.glassdoor.com/partner/jobListing.htm?pos=1029&ao=705582&s=58&guid=0000016e3f9f16cebe4ec3e46129e644&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_ccea581d&cb=1573025422901&jobListingId=3379117209"
"IRAD Chief Engineer / Project Lead (D)","General Dynamics Land Systems","MI","Sterling Heights","","Sterling Heights, MI","https://www.glassdoor.com/partner/jobListing.htm?pos=1030&ao=495984&s=58&guid=0000016e3f9f16cebe4ec3e46129e644&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_b9b7720a&cb=1573025422902&jobListingId=3375405768"
"Project Engineer","Lockheed Martin","NM","Albuquerque","$63k-$93k","Albuquerque, NM","https://www.glassdoor.com/partner/jobListing.htm?pos=1101&ao=771035&s=149&guid=0000016e3f9f3743931fe872cb60bcae&src=GD_JOB_AD&t=SRFJ&extid=4&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_a385dc39&cb=1573025431123&jobListingId=3406413890"
"Software Engineer 2 Marketing Platforms Consumer Group","Intuit","CA","San Diego","$79k-$117k","San Diego, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=1102&ao=701774&s=149&guid=0000016e3f9f3743931fe872cb60bcae&src=GD_JOB_AD&t=SRFJ&extid=4&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_482ed0ee&cb=1573025431124&jobListingId=3407597563"
"Transmission & Distribution Line Engineer","Ampirical Solutions, LLC","CA","San Diego","","San Diego, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=1101&ao=664047&s=58&guid=0000016e3f9f3743b5d730c294f885f8&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_748725ee&cb=1573025431125&jobListingId=3269655952"
"SURVEYING POSITION","Richland Engineering Limited","OH","Mansfield","","Mansfield, OH","https://www.glassdoor.com/partner/jobListing.htm?pos=1102&ao=761241&s=58&guid=0000016e3f9f3743b5d730c294f885f8&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_e750e483&cb=1573025431126&jobListingId=3335367237"
"SQL DB Engineer","Symmetry Financial Group","NC","Swannanoa","$65k-$70k","Swannanoa, NC","https://www.glassdoor.com/partner/jobListing.htm?pos=1103&ao=755540&s=58&guid=0000016e3f9f3743b5d730c294f885f8&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_b606c40d&cb=1573025431127&jobListingId=3327899929"
"Battery System Expert","Liugong Machinery","MO","Kansas City","","Kansas City, MO","https://www.glassdoor.com/partner/jobListing.htm?pos=1104&ao=677765&s=58&guid=0000016e3f9f3743b5d730c294f885f8&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_5d8b6c9d&cb=1573025431128&jobListingId=2909466229"
"Mid-level Electrical / Photonics Hardware Design Engineer","General Dynamics Mission Systems","MD","Hanover","$69k-$92k","Hanover, MD","https://www.glassdoor.com/partner/jobListing.htm?pos=1105&ao=779737&s=58&guid=0000016e3f9f3743b5d730c294f885f8&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_36048498&cb=1573025431129&jobListingId=3347709491"
"Transportation Engineer, Civil","Civil Consulting Group, PLLC","TX","Dallas","","Dallas, TX","https://www.glassdoor.com/partner/jobListing.htm?pos=1106&ao=730484&s=58&guid=0000016e3f9f3743b5d730c294f885f8&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_566f9795&cb=1573025431130&jobListingId=3296011254"
"Senior Software Engineer","VENTURE.co","VT","Burlington","$80k-$110k","Burlington, VT","https://www.glassdoor.com/partner/jobListing.htm?pos=1107&ao=777619&s=58&guid=0000016e3f9f3743b5d730c294f885f8&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_248ff7ee&cb=1573025431131&jobListingId=3358138756"
"Service Mechanical Engineer","WEG Electric Corp","MN","Minneapolis","","Minneapolis, MN","https://www.glassdoor.com/partner/jobListing.htm?pos=1108&ao=757558&s=58&guid=0000016e3f9f3743b5d730c294f885f8&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_8a3026b9&cb=1573025431132&jobListingId=3335340819"
"Project Engineer","Remedial Construction Services, L.P. (RECON)","TX","Houston","$55k-$71k","Houston, TX","https://www.glassdoor.com/partner/jobListing.htm?pos=1109&ao=664224&s=58&guid=0000016e3f9f3743b5d730c294f885f8&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_5dc91a50&cb=1573025431133&jobListingId=3337646394"
"Principal Software Engineer (Network Based Technologies)","Anonyome Labs","UT","Salt Lake City","","Salt Lake City, UT","https://www.glassdoor.com/partner/jobListing.htm?pos=1110&ao=729370&s=58&guid=0000016e3f9f3743b5d730c294f885f8&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_86a2786a&cb=1573025431134&jobListingId=3379265896"
"Senior Network Administrator","A2M Consulting","VA","Hampton","","Hampton, VA","https://www.glassdoor.com/partner/jobListing.htm?pos=1111&ao=684416&s=58&guid=0000016e3f9f3743b5d730c294f885f8&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_27b22440&cb=1573025431135&jobListingId=3249911989"
"Senior Mechanical Engineer","W3Global","CA","Los Angeles","","Los Angeles, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=1112&ao=740753&s=58&guid=0000016e3f9f3743b5d730c294f885f8&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_98ee0e07&cb=1573025431136&jobListingId=3402636260"
"Senior Javascript Engineer","OpenClinica LLC","MA","Waltham","$110k-$155k","Waltham, MA","https://www.glassdoor.com/partner/jobListing.htm?pos=1113&ao=698748&s=58&guid=0000016e3f9f3743b5d730c294f885f8&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_a2952041&cb=1573025431137&jobListingId=3254833782"
"DevOps Automation Engineer - Vehicle Embedded Control Software","Crown Equipment Corporation","OH","New Bremen","$58k-$80k","New Bremen, OH","https://www.glassdoor.com/partner/jobListing.htm?pos=1114&ao=784655&s=58&guid=0000016e3f9f3743b5d730c294f885f8&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_66b3e69a&cb=1573025431138&jobListingId=3396133051"
"Service Installation Engineer - Digital Services","BullsEye Telecom","MI","Southfield","","Southfield, MI","https://www.glassdoor.com/partner/jobListing.htm?pos=1115&ao=800448&s=58&guid=0000016e3f9f3743b5d730c294f885f8&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_aab5bbcb&cb=1573025431139&jobListingId=3368113759"
"Hydraulic Engineer","Liugong Machinery Co., Ltd.","MO","Kansas City","","Kansas City, MO","https://www.glassdoor.com/partner/jobListing.htm?pos=1116&ao=677766&s=58&guid=0000016e3f9f3743b5d730c294f885f8&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_399a8590&cb=1573025431140&jobListingId=2907765421"
"AppD Senior Sales Engineer, Channel (Atlanta)","AppDynamics","","Georgia","","Georgia","https://www.glassdoor.com/partner/jobListing.htm?pos=1117&ao=190924&s=58&guid=0000016e3f9f3743b5d730c294f885f8&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_fc291e41&cb=1573025431141&jobListingId=3408532359"
"Senior Backend Engineer: Learner Experience Team","Codecademy","NY","New York","$133k-$170k","New York, NY","https://www.glassdoor.com/partner/jobListing.htm?pos=1118&ao=684121&s=58&guid=0000016e3f9f3743b5d730c294f885f8&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_6e7355fe&cb=1573025431142&jobListingId=2991345187"
"Land Development/ Site Civil Engineer","Wight & Company","IL","Darien","$65k-$85k","Darien, IL","https://www.glassdoor.com/partner/jobListing.htm?pos=1119&ao=689411&s=58&guid=0000016e3f9f3743b5d730c294f885f8&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_2365f70a&cb=1573025431143&jobListingId=3295854624"
"Project Engineer - SJ Div","Cupertino Electric, Inc.","CA","San Jose","$61k-$78k","San Jose, CA","https://www.glassdoor.com/partner/jobListing.htm?pos=1120&ao=802664&s=58&guid=0000016e3f9f3743b5d730c294f885f8&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_e87c9b52&cb=1573025431144&jobListingId=3048065358"
"Senior Data Engineer (ELT)","EAB","VA","Richmond","$74k-$100k","Richmond, VA","https://www.glassdoor.com/partner/jobListing.htm?pos=1121&ao=285416&s=58&guid=0000016e3f9f3743b5d730c294f885f8&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_94da9b29&cb=1573025431145&jobListingId=3403375158"
"Sales Engineer","EAE USA INC","GA","Atlanta","","Atlanta, GA","https://www.glassdoor.com/partner/jobListing.htm?pos=1122&ao=791418&s=58&guid=0000016e3f9f3743b5d730c294f885f8&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_ae4e91b8&cb=1573025431146&jobListingId=3379519216"
